産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,M,T,"25,380 ",0 ,166 ,"25,214 ","1,501 ",19.1 ,160.4 ,147.0 ,13.4 ,"1,017,344 ","387,577 ",,,"629,767 "
,F,T,"14,443 ",166 ,0 ,"14,609 ","3,245 ",18.3 ,146.9 ,142.0 ,4.9 ,"578,858 ","273,556 ",,,"305,302 "
,,N,"35,077 ",0 ,0 ,"35,077 ",-,19.6 ,165.3 ,154.0 ,11.3 ,"956,544 ","377,298 ","352,257 ","25,041 ","579,246 "
,,P,"4,746 ",166 ,166 ,"4,746 ",-,12.6 ,83.3 ,80.0 ,3.3 ,"124,641 ","114,566 ","109,594 ","4,972 ","10,075 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L711,,,自然科学研究所,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,103頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"288,800 ","1,807 ","2,185 ","288,422 ","32,462 ",17.7 ,142.5 ,133.7 ,8.8 ,"1,335,412 ","462,384 ","438,239 ","24,145 ","873,028 "
,M,T,"194,816 ","1,205 ","1,078 ","194,943 ","12,890 ",17.9 ,146.6 ,137.2 ,9.4 ,"1,503,840 ","513,039 ",,,"990,801 "
,F,T,"93,984 ",602 ,"1,107 ","93,479 ","19,572 ",17.2 ,134.0 ,126.5 ,7.5 ,"985,229 ","357,066 ",,,"628,163 "
,,N,"256,319 ","1,261 ","1,610 ","255,960 ",-,18.2 ,149.4 ,139.7 ,9.7 ,"1,472,245 ","499,211 ","472,374 ","26,837 ","973,034 "
,,P,"32,481 ",546 ,575 ,"32,462 ",-,13.7 ,88.0 ,86.5 ,1.5 ,"256,052 ","171,887 ","168,972 ","2,915 ","84,165 "
,,,,,,,,,,,,,,,,
0,T,T,"255,983 ","1,807 ","1,730 ","256,060 ","27,466 ",17.7 ,142.3 ,133.4 ,8.9 ,"1,379,557 ","472,172 ","447,082 ","25,090 ","907,385 "
,M,T,"175,350 ","1,205 ","1,078 ","175,477 ","10,831 ",17.9 ,146.6 ,137.0 ,9.6 ,"1,542,174 ","522,453 ",,,"1,019,721 "
,F,T,"80,633 ",602 ,652 ,"80,583 ","16,635 ",17.1 ,133.0 ,125.7 ,7.3 ,"1,025,683 ","362,755 ",,,"662,928 "
,,N,"228,665 ","1,261 ","1,321 ","228,594 ",-,18.1 ,149.0 ,139.3 ,9.7 ,"1,513,620 ","507,769 ","480,060 ","27,709 ","1,005,851 "
,,P,"27,318 ",546 ,409 ,"27,466 ",-,13.6 ,86.5 ,84.9 ,1.6 ,"260,598 ","175,063 ","171,831 ","3,232 ","85,535 "
,,,,,,,,,,,,,,,,
1,T,T,"63,300 ",671 ,321 ,"63,650 ","2,384 ",17.6 ,147.8 ,133.8 ,14.0 ,"1,476,338 ","538,830 ","499,835 ","38,995 ","937,508 "
,M,T,"49,032 ",572 ,214 ,"49,390 ","1,094 ",17.8 ,150.8 ,136.0 ,14.8 ,"1,589,686 ","578,159 ",,,"1,011,527 "
,F,T,"14,268 ",99 ,107 ,"14,260 ","1,290 ",16.8 ,137.6 ,126.4 ,11.2 ,"1,085,286 ","403,147 ",,,"682,139 "
,,N,"60,915 ",643 ,296 ,"61,266 ",-,17.9 ,151.1 ,136.7 ,14.4 ,"1,527,522 ","554,893 ","514,649 ","40,244 ","972,629 "
,,P,"2,385 ",28 ,25 ,"2,384 ",-,10.3 ,62.5 ,59.4 ,3.1 ,"164,997 ","127,299 ","120,295 ","7,004 ","37,698 "
,,,,,,,,,,,,,,,,
3,T,T,"46,725 ",261 ,292 ,"46,694 ","5,465 ",17.6 ,141.4 ,132.8 ,8.6 ,"1,196,368 ","489,215 ","461,531 ","27,684 ","707,153 "
,M,T,"30,587 ",139 ,187 ,"30,539 ","2,121 ",18.0 ,146.8 ,137.4 ,9.4 ,"1,409,516 ","558,786 ",,,"850,730 "
,F,T,"16,138 ",122 ,105 ,"16,155 ","3,344 ",17.0 ,131.2 ,124.0 ,7.2 ,"792,912 ","357,528 ",,,"435,384 "
,,N,"41,265 ",160 ,179 ,"41,229 ",-,18.2 ,149.8 ,140.3 ,9.5 ,"1,332,296 ","533,490 ","502,656 ","30,834 ","798,806 "
,,P,"5,460 ",101 ,113 ,"5,465 ",-,13.1 ,78.0 ,75.9 ,2.1 ,"169,995 ","154,901 ","151,000 ","3,901 ","15,094 "
,,,,,,,,,,,,,,,,
4,T,T,"110,025 ",932 ,613 ,"110,344 ","7,849 ",17.6 ,145.1 ,133.4 ,11.7 ,"1,357,653 ","517,797 ","483,597 ","34,200 ","839,856 "
,M,T,"79,619 ",711 ,401 ,"79,929 ","3,215 ",17.9 ,149.2 ,136.5 ,12.7 ,"1,520,660 ","570,737 ",,,"949,923 "
,F,T,"30,406 ",221 ,212 ,"30,415 ","4,634 ",16.9 ,134.2 ,125.1 ,9.1 ,"930,050 ","378,926 ",,,"551,124 "
,,N,"102,180 ",803 ,475 ,"102,495 ",-,18.0 ,150.6 ,138.2 ,12.4 ,"1,448,837 ","546,267 ","509,816 ","36,451 ","902,570 "
,,P,"7,845 ",129 ,138 ,"7,849 ",-,12.2 ,73.3 ,70.9 ,2.4 ,"168,477 ","146,514 ","141,670 ","4,844 ","21,963 "
,,,,,,,,,,,,,,,,
5,T,T,"89,267 ",644 ,522 ,"89,389 ","9,138 ",17.8 ,143.7 ,136.3 ,7.4 ,"1,528,171 ","470,266 ","450,025 ","20,241 ","1,057,905 "
,M,T,"57,584 ",364 ,401 ,"57,547 ","3,498 ",18.0 ,148.3 ,140.3 ,8.0 ,"1,725,771 ","519,158 ",,,"1,206,613 "
,F,T,"31,683 ",280 ,121 ,"31,842 ","5,640 ",17.4 ,135.3 ,128.9 ,6.4 ,"1,170,047 ","381,655 ",,,"788,392 "
,,N,"80,290 ",443 ,483 ,"80,251 ",-,18.2 ,149.5 ,141.4 ,8.1 ,"1,673,993 ","499,803 ","477,618 ","22,185 ","1,174,190 "
,,P,"8,977 ",201 ,39 ,"9,138 ",-,13.8 ,92.0 ,90.7 ,1.3 ,"235,852 ","208,498 ","205,480 ","3,018 ","27,354 "
,,,,,,,,,,,,,,,,
7,T,T,"56,691 ",231 ,595 ,"56,327 ","10,479 ",17.5 ,134.7 ,129.1 ,5.6 ,"1,187,343 ","386,223 ","371,231 ","14,992 ","801,120 "
,M,T,"38,147 ",130 ,276 ,"38,001 ","4,118 ",17.8 ,138.5 ,132.9 ,5.6 ,"1,309,667 ","426,269 ",,,"883,398 "
,F,T,"18,544 ",101 ,319 ,"18,326 ","6,361 ",17.0 ,126.9 ,121.1 ,5.8 ,"934,707 ","303,516 ",,,"631,191 "
,,N,"46,195 ",15 ,363 ,"45,848 ",-,18.2 ,144.5 ,137.9 ,6.6 ,"1,377,955 ","436,056 ","418,151 ","17,905 ","941,899 "
,,P,"10,496 ",216 ,232 ,"10,479 ",-,14.5 ,91.7 ,90.3 ,1.4 ,"350,897 ","167,547 ","165,337 ","2,210 ","183,350 "
,,,,,,,,,,,,,,,,
9,T,T,"32,817 ",0 ,455 ,"32,362 ","4,996 ",18.0 ,143.9 ,136.0 ,7.9 ,"988,604 ","385,488 ","368,766 ","16,722 ","603,116 "
,M,T,"19,466 ",0 ,0 ,"19,466 ","2,059 ",18.0 ,146.4 ,139.1 ,7.3 ,"1,158,397 ","428,207 ",,,"730,190 "
,F,T,"13,351 ",0 ,455 ,"12,896 ","2,937 ",18.0 ,140.2 ,131.4 ,8.8 ,"736,751 ","322,124 ",,,"414,627 "
,,N,"27,654 ",0 ,289 ,"27,366 ",-,18.6 ,152.7 ,143.5 ,9.2 ,"1,128,390 ","428,090 ","408,503 ","19,587 ","700,300 "
,,P,"5,163 ",0 ,166 ,"4,996 ",-,14.4 ,96.2 ,95.6 ,0.6 ,"231,539 ","154,760 ","153,555 ","1,205 ","76,779 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L742,,,土木建築サービス業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,104頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"347,675 ","2,433 ","2,815 ","347,293 ","32,326 ",18.4 ,151.3 ,137.8 ,13.5 ,"916,591 ","375,006 ","346,896 ","28,110 ","541,585 "
,M,T,"259,285 ","1,722 ","1,935 ","259,072 ","15,853 ",18.5 ,154.6 ,139.9 ,14.7 ,"1,006,779 ","408,063 ",,,"598,716 "
,F,T,"88,390 ",711 ,880 ,"88,221 ","16,473 ",18.0 ,141.9 ,131.8 ,10.1 ,"651,886 ","277,980 ",,,"373,906 "
,,N,"314,253 ","2,080 ","1,219 ","314,967 ",-,18.8 ,156.9 ,142.3 ,14.6 ,"982,733 ","396,544 ","366,071 ","30,473 ","586,189 "
,,P,"33,422 ",353 ,"1,596 ","32,326 ",-,14.5 ,97.9 ,95.0 ,2.9 ,"283,592 ","168,876 ","163,381 ","5,495 ","114,716 "
,,,,,,,,,,,,,,,,
0,T,T,"193,586 ","1,677 ","1,923 ","193,340 ","17,193 ",18.1 ,149.6 ,135.1 ,14.5 ,"1,055,872 ","393,767 ","360,886 ","32,881 ","662,105 "
,M,T,"150,167 ","1,391 ","1,645 ","149,913 ","9,555 ",18.1 ,152.4 ,136.6 ,15.8 ,"1,144,758 ","423,983 ",,,"720,775 "
,F,T,"43,419 ",286 ,278 ,"43,427 ","7,638 ",17.9 ,140.1 ,130.2 ,9.9 ,"748,743 ","289,362 ",,,"459,381 "
,,N,"175,079 ","1,599 ",530 ,"176,147 ",-,18.4 ,154.3 ,138.7 ,15.6 ,"1,128,864 ","415,382 ","379,850 ","35,532 ","713,482 "
,,P,"18,507 ",78 ,"1,393 ","17,193 ",-,14.6 ,103.6 ,100.2 ,3.4 ,"337,756 ","181,116 ","174,316 ","6,800 ","156,640 "
,,,,,,,,,,,,,,,,
1,T,T,"4,429 ",44 ,25 ,"4,448 ",595 ,17.6 ,147.2 ,128.6 ,18.6 ,"2,025,418 ","495,956 ","428,893 ","67,063 ","1,529,462 "
,M,T,"2,753 ",22 ,15 ,"2,760 ",140 ,18.4 ,155.0 ,135.1 ,19.9 ,"2,490,110 ","585,499 ",,,"1,904,611 "
,F,T,"1,676 ",22 ,10 ,"1,688 ",455 ,16.4 ,134.6 ,118.0 ,16.6 ,"1,263,872 ","349,211 ",,,"914,661 "
,,N,"3,835 ",38 ,19 ,"3,853 ",-,18.3 ,155.8 ,135.3 ,20.5 ,"2,309,333 ","546,162 ","471,088 ","75,074 ","1,763,171 "
,,P,594 ,6 ,6 ,595 ,-,13.2 ,92.5 ,85.8 ,6.7 ,"189,640 ","171,324 ","156,061 ","15,263 ","18,316 "
,,,,,,,,,,,,,,,,
3,T,T,"11,631 ",584 ,69 ,"12,146 ","1,411 ",17.1 ,142.4 ,126.5 ,15.9 ,"964,213 ","404,835 ","359,568 ","45,267 ","559,378 "
,M,T,"7,732 ",555 ,41 ,"8,246 ",367 ,17.3 ,148.2 ,130.3 ,17.9 ,"1,136,891 ","460,739 ",,,"676,152 "
,F,T,"3,899 ",29 ,28 ,"3,900 ","1,044 ",16.9 ,130.6 ,118.8 ,11.8 ,"610,445 ","290,304 ",,,"320,141 "
,,N,"10,230 ",571 ,66 ,"10,735 ",-,17.7 ,149.8 ,132.2 ,17.6 ,"1,068,471 ","438,243 ","387,691 ","50,552 ","630,228 "
,,P,"1,401 ",13 ,3 ,"1,411 ",-,13.0 ,87.3 ,84.2 ,3.1 ,"186,919 ","155,763 ","149,896 ","5,867 ","31,156 "
,,,,,,,,,,,,,,,,
4,T,T,"16,060 ",628 ,94 ,"16,594 ","2,006 ",17.3 ,143.8 ,127.1 ,16.7 ,"1,252,702 ","429,606 ","378,413 ","51,193 ","823,096 "
,M,T,"10,485 ",577 ,56 ,"11,006 ",507 ,17.6 ,149.9 ,131.5 ,18.4 ,"1,484,027 ","492,743 ",,,"991,284 "
,F,T,"5,575 ",51 ,38 ,"5,588 ","1,499 ",16.8 ,131.9 ,118.6 ,13.3 ,"807,357 ","308,056 ",,,"499,301 "
,,N,"14,065 ",609 ,85 ,"14,588 ",-,17.9 ,151.4 ,133.0 ,18.4 ,"1,401,411 ","467,199 ","410,067 ","57,132 ","934,212 "
,,P,"1,995 ",19 ,9 ,"2,006 ",-,13.0 ,88.8 ,84.7 ,4.1 ,"187,728 ","160,387 ","151,728 ","8,659 ","27,341 "
,,,,,,,,,,,,,,,,
5,T,T,"66,822 ",354 ,"1,107 ","66,069 ","5,742 ",18.0 ,148.4 ,132.5 ,15.9 ,"1,125,930 ","410,337 ","376,460 ","33,877 ","715,593 "
,M,T,"51,955 ",199 ,920 ,"51,234 ","3,510 ",18.1 ,150.3 ,133.2 ,17.1 ,"1,218,247 ","442,026 ",,,"776,221 "
,F,T,"14,867 ",155 ,187 ,"14,835 ","2,232 ",17.8 ,141.4 ,129.8 ,11.6 ,"805,208 ","300,245 ",,,"504,963 "
,,N,"60,184 ",295 ,151 ,"60,327 ",-,18.3 ,153.0 ,135.8 ,17.2 ,"1,201,993 ","434,060 ","397,049 ","37,011 ","767,933 "
,,P,"6,638 ",59 ,956 ,"5,742 ",-,14.9 ,103.2 ,99.9 ,3.3 ,"385,506 ","179,409 ","176,043 ","3,366 ","206,097 "
,,,,,,,,,,,,,,,,
7,T,T,"110,704 ",695 ,722 ,"110,677 ","9,445 ",18.2 ,151.2 ,137.9 ,13.3 ,"984,784 ","378,534 ","348,951 ","29,583 ","606,250 "
,M,T,"87,727 ",615 ,669 ,"87,673 ","5,538 ",18.2 ,153.8 ,139.1 ,14.7 ,"1,059,954 ","404,943 ",,,"655,011 "
,F,T,"22,977 ",80 ,53 ,"23,004 ","3,907 ",18.2 ,141.4 ,133.4 ,8.0 ,"698,039 ","277,794 ",,,"420,245 "
,,N,"100,830 ",695 ,294 ,"101,232 ",-,18.6 ,155.5 ,141.2 ,14.3 ,"1,046,601 ","396,894 ","365,307 ","31,587 ","649,707 "
,,P,"9,874 ",0 ,428 ,"9,445 ",-,14.8 ,106.9 ,103.5 ,3.4 ,"338,229 ","186,503 ","177,888 ","8,615 ","151,726 "
,,,,,,,,,,,,,,,,
9,T,T,"154,089 ",756 ,892 ,"153,953 ","15,133 ",18.8 ,153.5 ,141.2 ,12.3 ,"741,643 ","351,440 ","329,322 ","22,118 ","390,203 "
,M,T,"109,118 ",331 ,290 ,"109,159 ","6,298 ",19.0 ,157.6 ,144.5 ,13.1 ,"817,091 ","386,178 ",,,"430,913 "
,F,T,"44,971 ",425 ,602 ,"44,794 ","8,835 ",18.2 ,143.5 ,133.3 ,10.2 ,"558,180 ","266,969 ",,,"291,211 "
,,N,"139,174 ",481 ,689 ,"138,820 ",-,19.3 ,160.2 ,146.9 ,13.3 ,"798,109 ","372,745 ","348,663 ","24,082 ","425,364 "
,,P,"14,915 ",275 ,203 ,"15,133 ",-,14.2 ,91.1 ,88.9 ,2.2 ,"219,239 ","154,334 ","150,390 ","3,944 ","64,905 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L743,,,機械設計業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,105頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"125,214 ",850 ,"1,087 ","124,977 ","3,170 ",18.0 ,159.7 ,140.5 ,19.2 ,"1,155,201 ","439,356 ","396,242 ","43,114 ","715,845 "
,M,T,"102,829 ",392 ,744 ,"102,477 ","1,467 ",18.2 ,162.6 ,141.9 ,20.7 ,"1,209,689 ","461,065 ",,,"748,624 "
,F,T,"22,385 ",458 ,343 ,"22,500 ","1,703 ",17.4 ,146.1 ,133.8 ,12.3 ,"905,970 ","340,058 ",,,"565,912 "
,,N,"122,306 ",588 ,"1,084 ","121,807 ",-,18.3 ,161.9 ,142.3 ,19.6 ,"1,180,402 ","447,679 ","403,584 ","44,095 ","732,723 "
,,P,"2,908 ",262 ,3 ,"3,170 ",-,9.4 ,66.1 ,64.8 ,1.3 ,"143,065 ","105,096 ","101,374 ","3,722 ","37,969 "
,,,,,,,,,,,,,,,,
0,T,T,"106,385 ",546 ,"1,068 ","105,863 ",843 ,18.1 ,162.2 ,141.0 ,21.2 ,"1,240,145 ","457,508 ","409,762 ","47,746 ","782,637 "
,M,T,"89,871 ",306 ,725 ,"89,452 ",457 ,18.1 ,164.3 ,141.9 ,22.4 ,"1,271,166 ","471,919 ",,,"799,247 "
,F,T,"16,514 ",240 ,343 ,"16,411 ",386 ,17.7 ,151.1 ,136.1 ,15.0 ,"1,071,196 ","379,023 ",,,"692,173 "
,,N,"105,546 ",542 ,"1,065 ","105,020 ",-,18.1 ,162.7 ,141.3 ,21.4 ,"1,247,212 ","459,417 ","411,393 ","48,024 ","787,795 "
,,P,839 ,4 ,3 ,843 ,-,15.9 ,111.0 ,106.4 ,4.6 ,"355,549 ","218,555 ","205,515 ","13,040 ","136,994 "
,,,,,,,,,,,,,,,,
1,T,T,"22,829 ",65 ,140 ,"22,754 ",58 ,17.5 ,155.4 ,135.5 ,19.9 ,"1,458,044 ","497,784 ","455,632 ","42,152 ","960,260 "
,M,T,"19,819 ",52 ,114 ,"19,757 ",52 ,17.5 ,156.5 ,135.8 ,20.7 ,"1,484,744 ","511,339 ",,,"973,405 "
,F,T,"3,010 ",13 ,26 ,"2,997 ",6 ,17.5 ,148.5 ,134.0 ,14.5 ,"1,282,135 ","408,478 ",,,"873,657 "
,,N,"22,774 ",65 ,139 ,"22,696 ",-,17.5 ,155.5 ,135.6 ,19.9 ,"1,460,398 ","498,355 ","456,127 ","42,228 ","962,043 "
,,P,55 ,0 ,1 ,58 ,-,14.2 ,105.0 ,98.9 ,6.1 ,"511,204 ","268,195 ","256,620 ","11,575 ","243,009 "
,,,,,,,,,,,,,,,,
3,T,T,"13,844 ",49 ,55 ,"13,838 ",119 ,17.6 ,154.6 ,138.1 ,16.5 ,"1,370,916 ","472,510 ","435,102 ","37,408 ","898,406 "
,M,T,"11,638 ",37 ,47 ,"11,628 ",42 ,17.7 ,156.8 ,139.2 ,17.6 ,"1,441,620 ","493,098 ",,,"948,522 "
,F,T,"2,206 ",12 ,8 ,"2,210 ",77 ,17.1 ,143.2 ,132.3 ,10.9 ,"998,409 ","364,042 ",,,"634,367 "
,,N,"13,726 ",45 ,53 ,"13,719 ",-,17.6 ,155.2 ,138.5 ,16.7 ,"1,380,718 ","475,032 ","437,352 ","37,680 ","905,686 "
,,P,118 ,4 ,2 ,119 ,-,15.0 ,99.9 ,97.1 ,2.8 ,"235,950 ","180,549 ","174,659 ","5,890 ","55,401 "
,,,,,,,,,,,,,,,,
4,T,T,"36,673 ",114 ,195 ,"36,592 ",177 ,17.6 ,155.1 ,136.5 ,18.6 ,"1,425,125 ","488,235 ","447,875 ","40,360 ","936,890 "
,M,T,"31,457 ",89 ,161 ,"31,385 ",94 ,17.6 ,156.6 ,137.0 ,19.6 ,"1,468,779 ","504,586 ",,,"964,193 "
,F,T,"5,216 ",25 ,34 ,"5,207 ",83 ,17.3 ,146.3 ,133.3 ,13.0 ,"1,161,926 ","389,651 ",,,"772,275 "
,,N,"36,500 ",110 ,192 ,"36,415 ",-,17.6 ,155.4 ,136.7 ,18.7 ,"1,430,406 ","489,576 ","449,060 ","40,516 ","940,830 "
,,P,173 ,4 ,3 ,177 ,-,14.8 ,101.5 ,97.7 ,3.8 ,"324,817 ","208,846 ","201,120 ","7,726 ","115,971 "
,,,,,,,,,,,,,,,,
5,T,T,"46,968 ",257 ,489 ,"46,736 ",315 ,18.3 ,163.2 ,143.4 ,19.8 ,"1,289,842 ","466,573 ","419,817 ","46,756 ","823,269 "
,M,T,"39,677 ",217 ,328 ,"39,566 ",275 ,18.3 ,164.3 ,143.9 ,20.4 ,"1,296,968 ","473,917 ",,,"823,051 "
,F,T,"7,291 ",40 ,161 ,"7,170 ",40 ,18.2 ,157.4 ,140.6 ,16.8 ,"1,250,790 ","426,326 ",,,"824,464 "
,,N,"46,653 ",257 ,489 ,"46,421 ",-,18.3 ,163.5 ,143.6 ,19.9 ,"1,295,342 ","467,888 ","421,022 ","46,866 ","827,454 "
,,P,315 ,0 ,0 ,315 ,-,15.6 ,124.2 ,114.0 ,10.2 ,"477,298 ","272,308 ","241,784 ","30,524 ","204,990 "
,,,,,,,,,,,,,,,,
7,T,T,"22,744 ",175 ,384 ,"22,535 ",351 ,18.5 ,171.6 ,143.3 ,28.3 ,"837,990 ","389,032 ","327,284 ","61,748 ","448,958 "
,M,T,"18,737 ",0 ,236 ,"18,501 ",88 ,18.8 ,177.1 ,145.8 ,31.3 ,"882,772 ","412,538 ",,,"470,234 "
,F,T,"4,007 ",175 ,148 ,"4,034 ",263 ,17.2 ,146.4 ,131.8 ,14.6 ,"630,602 ","280,174 ",,,"350,428 "
,,N,"22,393 ",175 ,384 ,"22,184 ",-,18.5 ,172.7 ,143.9 ,28.8 ,"847,067 ","392,400 ","329,680 ","62,720 ","454,667 "
,,P,351 ,0 ,0 ,351 ,-,16.7 ,103.9 ,103.9 ,0.0 ,"261,610 ","175,157 ","175,157 ",0 ,"86,453 "
,,,,,,,,,,,,,,,,
9,T,T,"18,829 ",304 ,19 ,"19,114 ","2,327 ",17.9 ,145.0 ,137.4 ,7.6 ,"680,029 ","337,814 ","320,610 ","17,204 ","342,215 "
,M,T,"12,958 ",86 ,19 ,"13,025 ","1,010 ",18.3 ,150.8 ,142.0 ,8.8 ,"785,397 ","386,156 ",,,"399,241 "
,F,T,"5,871 ",218 ,0 ,"6,089 ","1,317 ",16.8 ,132.3 ,127.4 ,4.9 ,"451,117 ","232,791 ",,,"218,326 "
,,N,"16,760 ",46 ,19 ,"16,787 ",-,19.3 ,157.6 ,149.0 ,8.6 ,"761,046 ","373,998 ","354,560 ","19,438 ","387,048 "
,,P,"2,069 ",258 ,0 ,"2,327 ",-,6.9 ,48.9 ,48.8 ,0.1 ,"61,765 ","61,684 ","61,527 ",157 ,81 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
N804,,,スポーツ施設提供業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,106頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"293,304 ","4,399 ","7,426 ","290,277 ","190,268 ",14.1 ,95.8 ,91.7 ,4.1 ,"236,543 ","152,282 ","146,046 ","6,236 ","84,261 "
,M,T,"145,346 ","2,686 ","3,634 ","144,398 ","88,803 ",14.4 ,101.6 ,96.5 ,5.1 ,"278,321 ","169,997 ",,,"108,324 "
,F,T,"147,958 ","1,713 ","3,792 ","145,879 ","101,465 ",13.8 ,90.1 ,87.0 ,3.1 ,"195,345 ","134,813 ",,,"60,532 "
,,N,"102,429 ",923 ,"3,304 ","100,009 ",-,19.5 ,159.2 ,150.0 ,9.2 ,"498,136 ","284,134 ","269,053 ","15,081 ","214,002 "
,,P,"190,875 ","3,476 ","4,122 ","190,268 ",-,11.3 ,62.1 ,60.8 ,1.3 ,"97,602 ","82,251 ","80,713 ","1,538 ","15,351 "
,,,,,,,,,,,,,,,,
0,T,T,"175,675 ","2,818 ","4,753 ","173,740 ","111,184 ",14.6 ,102.1 ,97.1 ,5.0 ,"254,374 ","163,148 ","156,308 ","6,840 ","91,226 "
,M,T,"86,481 ","1,649 ","2,131 ","85,999 ","49,327 ",15.1 ,110.6 ,104.3 ,6.3 ,"300,313 ","185,731 ",,,"114,582 "
,F,T,"89,194 ","1,169 ","2,622 ","87,741 ","61,857 ",14.0 ,93.7 ,90.1 ,3.6 ,"209,591 ","141,133 ",,,"68,458 "
,,N,"63,532 ",353 ,"1,290 ","62,556 ",-,19.9 ,165.1 ,154.9 ,10.2 ,"524,434 ","295,442 ","280,155 ","15,287 ","228,992 "
,,P,"112,143 ","2,465 ","3,463 ","111,184 ",-,11.5 ,66.5 ,64.5 ,2.0 ,"101,900 ","88,456 ","86,385 ","2,071 ","13,444 "
,,,,,,,,,,,,,,,,
1,T,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,M,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,F,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,
3,T,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,M,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,F,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,
4,T,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,M,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,F,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,
