産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,,,,,,,,,,,,,,,
9,T,T,"100,811 ",282 ,"1,230 ","99,863 ","11,816 ",19.7 ,158.0 ,148.2 ,9.8 ,"544,789 ","285,531 ","267,200 ","18,331 ","259,258 "
,M,T,"79,545 ",216 ,"1,210 ","78,551 ","5,782 ",20.0 ,164.3 ,152.8 ,11.5 ,"597,982 ","308,199 ",,,"289,783 "
,F,T,"21,266 ",66 ,20 ,"21,312 ","6,034 ",18.8 ,134.7 ,131.1 ,3.6 ,"347,274 ","201,360 ",,,"145,914 "
,,N,"88,908 ",216 ,"1,077 ","88,047 ",-,20.4 ,167.3 ,156.4 ,10.9 ,"598,750 ","308,396 ","287,903 ","20,493 ","290,354 "
,,P,"11,903 ",66 ,153 ,"11,816 ",-,14.5 ,88.5 ,87.0 ,1.5 ,"142,212 ","114,945 ","112,748 ","2,197 ","27,267 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E22,,,鉄鋼業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,34頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"221,472 ","1,023 ","1,284 ","221,211 ","5,335 ",19.0 ,162.2 ,144.8 ,17.4 ,"1,056,155 ","411,310 ","361,897 ","49,413 ","644,845 "
,M,T,"195,206 ",456 ,"1,092 ","194,570 ","2,913 ",19.1 ,164.6 ,145.8 ,18.8 ,"1,097,463 ","427,152 ",,,"670,311 "
,F,T,"26,266 ",567 ,192 ,"26,641 ","2,422 ",18.2 ,144.2 ,137.2 ,7.0 ,"751,835 ","294,599 ",,,"457,236 "
,,N,"216,028 ","1,019 ","1,138 ","215,876 ",-,19.1 ,163.5 ,145.7 ,17.8 ,"1,077,110 ","417,453 ","366,906 ","50,547 ","659,657 "
,,P,"5,444 ",4 ,146 ,"5,335 ",-,16.1 ,108.2 ,105.4 ,2.8 ,"216,501 ","165,150 ","161,172 ","3,978 ","51,351 "
,,,,,,,,,,,,,,,,
0,T,T,"182,650 ",511 ,"1,107 ","182,054 ","3,594 ",18.9 ,162.7 ,143.6 ,19.1 ,"1,134,979 ","427,314 ","370,759 ","56,555 ","707,665 "
,M,T,"164,058 ",419 ,940 ,"163,537 ","2,396 ",19.0 ,164.9 ,144.5 ,20.4 ,"1,169,890 ","440,750 ",,,"729,140 "
,F,T,"18,592 ",92 ,167 ,"18,517 ","1,198 ",18.0 ,144.1 ,136.3 ,7.8 ,"826,783 ","308,698 ",,,"518,085 "
,,N,"178,937 ",507 ,986 ,"178,460 ",-,18.9 ,163.8 ,144.3 ,19.5 ,"1,153,322 ","432,426 ","374,828 ","57,598 ","720,896 "
,,P,"3,713 ",4 ,121 ,"3,594 ",-,16.6 ,115.3 ,111.4 ,3.9 ,"237,735 ","177,235 ","171,662 ","5,573 ","60,500 "
,,,,,,,,,,,,,,,,
1,T,T,"51,980 ",110 ,216 ,"51,874 ",167 ,19.6 ,165.3 ,142.8 ,22.5 ,"1,380,756 ","485,148 ","410,545 ","74,603 ","895,608 "
,M,T,"47,921 ",99 ,189 ,"47,831 ",122 ,19.7 ,166.9 ,143.5 ,23.4 ,"1,410,515 ","495,689 ",,,"914,826 "
,F,T,"4,059 ",11 ,27 ,"4,043 ",45 ,18.1 ,145.8 ,134.2 ,11.6 ,"1,029,054 ","360,576 ",,,"668,478 "
,,N,"51,816 ",107 ,216 ,"51,707 ",-,19.6 ,165.5 ,142.9 ,22.6 ,"1,383,878 ","485,950 ","411,135 ","74,815 ","897,928 "
,,P,164 ,3 ,0 ,167 ,-,13.0 ,98.2 ,94.4 ,3.8 ,"404,435 ","234,483 ","226,114 ","8,369 ","169,952 "
,,,,,,,,,,,,,,,,
3,T,T,"20,225 ",49 ,86 ,"20,188 ",173 ,19.0 ,164.3 ,142.3 ,22.0 ,"1,365,123 ","458,356 ","384,803 ","73,553 ","906,767 "
,M,T,"18,847 ",42 ,73 ,"18,816 ",129 ,19.1 ,165.5 ,142.8 ,22.7 ,"1,381,539 ","465,944 ",,,"915,595 "
,F,T,"1,378 ",7 ,13 ,"1,372 ",44 ,18.0 ,148.2 ,136.3 ,11.9 ,"1,140,292 ","354,437 ",,,"785,855 "
,,N,"20,048 ",48 ,82 ,"20,015 ",-,19.1 ,164.9 ,142.7 ,22.2 ,"1,374,543 ","460,740 ","386,589 ","74,151 ","913,803 "
,,P,177 ,1 ,4 ,173 ,-,14.7 ,97.0 ,94.6 ,2.4 ,"286,828 ","185,497 ","180,314 ","5,183 ","101,331 "
,,,,,,,,,,,,,,,,
4,T,T,"72,205 ",159 ,302 ,"72,062 ",340 ,19.4 ,165.1 ,142.7 ,22.4 ,"1,376,377 ","477,643 ","403,334 ","74,309 ","898,734 "
,M,T,"66,768 ",141 ,262 ,"66,647 ",251 ,19.5 ,166.5 ,143.3 ,23.2 ,"1,402,335 ","487,292 ",,,"915,043 "
,F,T,"5,437 ",18 ,40 ,"5,415 ",89 ,18.1 ,146.3 ,134.7 ,11.6 ,"1,057,243 ","359,020 ",,,"698,223 "
,,N,"71,864 ",155 ,298 ,"71,722 ",-,19.5 ,165.4 ,142.9 ,22.5 ,"1,381,274 ","478,916 ","404,286 ","74,630 ","902,358 "
,,P,341 ,4 ,4 ,340 ,-,13.9 ,97.6 ,94.5 ,3.1 ,"343,991 ","209,307 ","202,576 ","6,731 ","134,684 "
,,,,,,,,,,,,,,,,
5,T,T,"62,336 ",286 ,238 ,"62,384 ","1,068 ",18.5 ,165.8 ,144.7 ,21.1 ,"1,111,551 ","422,315 ","365,633 ","56,682 ","689,236 "
,M,T,"56,092 ",245 ,211 ,"56,126 ",476 ,18.7 ,168.5 ,145.8 ,22.7 ,"1,141,214 ","436,247 ",,,"704,967 "
,F,T,"6,244 ",41 ,27 ,"6,258 ",592 ,17.5 ,141.1 ,134.8 ,6.3 ,"845,298 ","297,266 ",,,"548,032 "
,,N,"61,268 ",286 ,238 ,"61,316 ",-,18.6 ,166.6 ,145.2 ,21.4 ,"1,126,472 ","426,259 ","368,673 ","57,586 ","700,213 "
,,P,"1,068 ",0 ,0 ,"1,068 ",-,16.9 ,119.4 ,114.0 ,5.4 ,"255,277 ","196,005 ","191,248 ","4,757 ","59,272 "
,,,,,,,,,,,,,,,,
7,T,T,"48,109 ",66 ,567 ,"47,608 ","2,186 ",18.5 ,155.5 ,143.8 ,11.7 ,"801,662 ","357,969 ","328,337 ","29,632 ","443,693 "
,M,T,"41,198 ",33 ,467 ,"40,764 ","1,669 ",18.5 ,157.3 ,144.6 ,12.7 ,"830,783 ","371,156 ",,,"459,627 "
,F,T,"6,911 ",33 ,100 ,"6,844 ",517 ,18.5 ,145.0 ,138.9 ,6.1 ,"628,135 ","279,388 ",,,"348,747 "
,,N,"45,805 ",66 ,450 ,"45,422 ",-,18.6 ,157.4 ,145.3 ,12.1 ,"830,621 ","367,543 ","336,737 ","30,806 ","463,078 "
,,P,"2,304 ",0 ,117 ,"2,186 ",-,16.8 ,116.0 ,112.7 ,3.3 ,"213,275 ","163,442 ","157,657 ","5,785 ","49,833 "
,,,,,,,,,,,,,,,,
9,T,T,"38,822 ",512 ,177 ,"39,157 ","1,741 ",19.5 ,159.3 ,150.0 ,9.3 ,"687,502 ","336,460 ","320,450 ","16,010 ","351,042 "
,M,T,"31,148 ",37 ,152 ,"31,033 ",517 ,19.8 ,163.1 ,152.7 ,10.4 ,"715,886 ","355,510 ",,,"360,376 "
,F,T,"7,674 ",475 ,25 ,"8,124 ","1,224 ",18.5 ,144.5 ,139.4 ,5.1 ,"575,786 ","261,482 ",,,"314,304 "
,,N,"37,091 ",512 ,152 ,"37,416 ",-,19.7 ,162.4 ,152.7 ,9.7 ,"711,533 ","345,628 ","328,901 ","16,727 ","365,905 "
,,P,"1,731 ",0 ,25 ,"1,741 ",-,15.3 ,93.5 ,92.9 ,0.6 ,"171,812 ","139,717 ","139,095 ",622 ,"32,095 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E23,,,非鉄金属製造業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,35頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"144,707 ",543 ,728 ,"144,522 ","7,244 ",18.6 ,161.0 ,144.0 ,17.0 ,"908,864 ","370,193 ","329,880 ","40,313 ","538,671 "
,M,T,"120,769 ",344 ,573 ,"120,540 ","2,662 ",18.8 ,164.8 ,146.0 ,18.8 ,"967,463 ","392,744 ",,,"574,719 "
,F,T,"23,938 ",199 ,155 ,"23,982 ","4,582 ",17.9 ,142.1 ,133.9 ,8.2 ,"613,780 ","256,638 ",,,"357,142 "
,,N,"137,356 ",482 ,552 ,"137,278 ",-,18.7 ,163.8 ,146.0 ,17.8 ,"945,885 ","382,100 ","339,876 ","42,224 ","563,785 "
,,P,"7,351 ",61 ,176 ,"7,244 ",-,16.5 ,108.3 ,105.8 ,2.5 ,"212,240 ","146,148 ","141,805 ","4,343 ","66,092 "
,,,,,,,,,,,,,,,,
0,T,T,"121,300 ",479 ,635 ,"121,144 ","5,277 ",18.5 ,161.9 ,143.7 ,18.2 ,"974,480 ","381,514 ","336,004 ","45,510 ","592,966 "
,M,T,"102,623 ",307 ,536 ,"102,394 ","1,776 ",18.6 ,165.5 ,145.6 ,19.9 ,"1,028,889 ","402,242 ",,,"626,647 "
,F,T,"18,677 ",172 ,99 ,"18,750 ","3,501 ",17.6 ,142.7 ,133.5 ,9.2 ,"676,445 ","267,973 ",,,"408,472 "
,,N,"115,957 ",433 ,515 ,"115,867 ",-,18.6 ,164.5 ,145.6 ,18.9 ,"1,008,921 ","392,262 ","344,904 ","47,358 ","616,659 "
,,P,"5,343 ",46 ,120 ,"5,277 ",-,15.9 ,106.5 ,103.6 ,2.9 ,"222,678 ","146,892 ","141,730 ","5,162 ","75,786 "
,,,,,,,,,,,,,,,,
1,T,T,"13,950 ",65 ,52 ,"13,963 ",23 ,17.7 ,161.3 ,139.7 ,21.6 ,"1,347,463 ","429,609 ","367,485 ","62,124 ","917,854 "
,M,T,"12,581 ",41 ,44 ,"12,578 ",11 ,17.8 ,163.1 ,140.5 ,22.6 ,"1,376,153 ","439,521 ",,,"936,632 "
,F,T,"1,369 ",24 ,8 ,"1,385 ",12 ,16.8 ,144.0 ,131.7 ,12.3 ,"1,085,376 ","339,063 ",,,"746,313 "
,,N,"13,927 ",65 ,52 ,"13,940 ",-,17.7 ,161.5 ,139.8 ,21.7 ,"1,348,754 ","429,983 ","367,764 ","62,219 ","918,771 "
,,P,23 ,0 ,0 ,23 ,-,12.3 ,78.7 ,78.7 ,0.0 ,"565,522 ","203,087 ","198,478 ","4,609 ","362,435 "
,,,,,,,,,,,,,,,,
3,T,T,"18,495 ",117 ,171 ,"18,441 ",601 ,18.4 ,159.7 ,142.1 ,17.6 ,"1,153,903 ","413,267 ","354,239 ","59,028 ","740,636 "
,M,T,"15,761 ",82 ,134 ,"15,709 ",288 ,18.7 ,163.8 ,144.8 ,19.0 ,"1,200,789 ","434,286 ",,,"766,503 "
,F,T,"2,734 ",35 ,37 ,"2,732 ",313 ,17.2 ,135.9 ,126.6 ,9.3 ,"883,961 ","292,252 ",,,"591,709 "
,,N,"17,879 ",99 ,136 ,"17,840 ",-,18.6 ,162.6 ,144.5 ,18.1 ,"1,188,511 ","423,721 ","362,799 ","60,922 ","764,790 "
,,P,616 ,18 ,35 ,601 ,-,14.8 ,70.9 ,69.6 ,1.3 ,"138,143 ","106,424 ","103,002 ","3,422 ","31,719 "
,,,,,,,,,,,,,,,,
4,T,T,"32,445 ",182 ,223 ,"32,404 ",624 ,18.1 ,160.3 ,141.0 ,19.3 ,"1,237,217 ","420,301 ","359,941 ","60,360 ","816,916 "
,M,T,"28,342 ",123 ,178 ,"28,287 ",299 ,18.3 ,163.5 ,142.9 ,20.6 ,"1,278,700 ","436,612 ",,,"842,088 "
,F,T,"4,103 ",59 ,45 ,"4,117 ",325 ,17.0 ,138.6 ,128.3 ,10.3 ,"951,443 ","307,936 ",,,"643,507 "
,,N,"31,806 ",164 ,188 ,"31,780 ",-,18.2 ,162.1 ,142.4 ,19.7 ,"1,258,739 ","426,466 ","364,976 ","61,490 ","832,273 "
,,P,639 ,18 ,35 ,624 ,-,14.7 ,71.2 ,69.9 ,1.3 ,"153,709 ","109,945 ","106,480 ","3,465 ","43,764 "
,,,,,,,,,,,,,,,,
5,T,T,"54,901 ",174 ,173 ,"54,902 ","2,109 ",18.9 ,167.4 ,146.7 ,20.7 ,"912,676 ","378,845 ","332,579 ","46,266 ","533,831 "
,M,T,"47,080 ",138 ,142 ,"47,076 ",743 ,19.0 ,170.6 ,148.2 ,22.4 ,"963,299 ","399,071 ",,,"564,228 "
,F,T,"7,821 ",36 ,31 ,"7,826 ","1,366 ",18.0 ,148.2 ,137.5 ,10.7 ,"608,056 ","257,140 ",,,"350,916 "
,,N,"52,775 ",161 ,137 ,"52,793 ",-,19.0 ,169.7 ,148.3 ,21.4 ,"939,296 ","387,573 ","339,698 ","47,875 ","551,723 "
,,P,"2,126 ",13 ,36 ,"2,109 ",-,16.1 ,111.2 ,107.8 ,3.4 ,"249,113 ","161,293 ","155,133 ","6,160 ","87,820 "
,,,,,,,,,,,,,,,,
7,T,T,"33,954 ",123 ,239 ,"33,838 ","2,544 ",18.1 ,154.6 ,141.5 ,13.1 ,"823,254 ","348,733 ","318,655 ","30,078 ","474,521 "
,M,T,"27,201 ",46 ,216 ,"27,031 ",734 ,18.3 ,158.7 ,143.9 ,14.8 ,"881,912 ","371,858 ",,,"510,054 "
,F,T,"6,753 ",77 ,23 ,"6,807 ","1,810 ",17.6 ,138.8 ,132.1 ,6.7 ,"588,655 ","256,247 ",,,"332,408 "
,,N,"31,376 ",108 ,190 ,"31,294 ",-,18.3 ,158.3 ,144.3 ,14.0 ,"872,735 ","365,458 ","333,311 ","32,147 ","507,277 "
,,P,"2,578 ",15 ,49 ,"2,544 ",-,16.0 ,111.2 ,108.4 ,2.8 ,"217,827 ","144,096 ","139,341 ","4,755 ","73,731 "
,,,,,,,,,,,,,,,,
9,T,T,"23,407 ",64 ,93 ,"23,378 ","1,967 ",19.5 ,156.1 ,145.4 ,10.7 ,"568,835 ","311,529 ","298,146 ","13,383 ","257,306 "
,M,T,"18,146 ",37 ,37 ,"18,146 ",886 ,19.7 ,160.9 ,148.4 ,12.5 ,"620,465 ","339,089 ",,,"281,376 "
,F,T,"5,261 ",27 ,56 ,"5,232 ","1,081 ",18.8 ,139.8 ,135.2 ,4.6 ,"390,267 ","216,210 ",,,"174,057 "
,,N,"21,399 ",49 ,37 ,"21,411 ",-,19.6 ,160.1 ,148.5 ,11.6 ,"604,535 ","327,070 ","312,645 ","14,425 ","277,465 "
,,P,"2,008 ",15 ,56 ,"1,967 ",-,18.0 ,113.5 ,111.9 ,1.6 ,"184,353 ","144,160 ","142,003 ","2,157 ","40,193 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E24,,,金属製品製造業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,36頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"581,503 ","4,697 ","3,864 ","582,336 ","52,070 ",19.6 ,161.6 ,148.6 ,13.0 ,"694,070 ","316,811 ","290,267 ","26,544 ","377,259 "
,M,T,"445,144 ","3,085 ","3,246 ","444,983 ","15,981 ",19.8 ,167.2 ,152.5 ,14.7 ,"761,648 ","343,834 ",,,"417,814 "
,F,T,"136,359 ","1,612 ",618 ,"137,353 ","36,089 ",18.7 ,143.3 ,135.9 ,7.4 ,"474,307 ","228,932 ",,,"245,375 "
,,N,"529,821 ","3,994 ","3,600 ","530,266 ",-,19.8 ,166.8 ,153.1 ,13.7 ,"742,921 ","333,505 ","305,176 ","28,329 ","409,416 "
,,P,"51,682 ",703 ,264 ,"52,070 ",-,16.7 ,108.5 ,102.5 ,6.0 ,"194,937 ","146,239 ","137,926 ","8,313 ","48,698 "
,,,,,,,,,,,,,,,,
0,T,T,"348,452 ","1,758 ","2,169 ","348,041 ","21,674 ",19.4 ,164.1 ,149.2 ,14.9 ,"818,177 ","335,701 ","302,139 ","33,562 ","482,476 "
,M,T,"269,850 ","1,104 ","1,711 ","269,243 ","6,490 ",19.6 ,167.3 ,151.1 ,16.2 ,"886,887 ","361,471 ",,,"525,416 "
,F,T,"78,602 ",654 ,458 ,"78,798 ","15,184 ",19.1 ,152.8 ,142.6 ,10.2 ,"582,844 ","247,436 ",,,"335,408 "
,,N,"326,818 ","1,550 ","2,024 ","326,367 ",-,19.6 ,166.3 ,151.3 ,15.0 ,"855,153 ","346,039 ","311,393 ","34,646 ","509,114 "
,,P,"21,634 ",208 ,145 ,"21,674 ",-,17.8 ,130.2 ,117.8 ,12.4 ,"260,482 ","179,775 ","162,556 ","17,219 ","80,707 "
,,,,,,,,,,,,,,,,
1,T,T,"10,936 ",43 ,59 ,"10,920 ",287 ,18.2 ,154.9 ,138.9 ,16.0 ,"1,131,073 ","428,526 ","389,143 ","39,383 ","702,547 "
,M,T,"8,066 ",30 ,41 ,"8,055 ",59 ,18.4 ,158.2 ,140.6 ,17.6 ,"1,213,928 ","465,254 ",,,"748,674 "
,F,T,"2,870 ",13 ,18 ,"2,865 ",228 ,17.8 ,145.7 ,134.1 ,11.6 ,"898,171 ","325,285 ",,,"572,886 "
,,N,"10,640 ",41 ,49 ,"10,633 ",-,18.3 ,156.0 ,139.5 ,16.5 ,"1,157,016 ","435,869 ","395,426 ","40,443 ","721,147 "
,,P,296 ,2 ,10 ,287 ,-,16.9 ,118.7 ,118.1 ,0.6 ,"184,473 ","160,600 ","159,876 ",724 ,"23,873 "
,,,,,,,,,,,,,,,,
3,T,T,"19,226 ",41 ,92 ,"19,175 ",581 ,18.2 ,154.0 ,137.4 ,16.6 ,"936,502 ","403,014 ","356,100 ","46,914 ","533,488 "
,M,T,"14,932 ",28 ,70 ,"14,890 ",244 ,18.3 ,155.7 ,137.4 ,18.3 ,"1,011,337 ","433,495 ",,,"577,842 "
,F,T,"4,294 ",13 ,22 ,"4,285 ",337 ,18.2 ,147.7 ,137.3 ,10.4 ,"676,367 ","297,058 ",,,"379,309 "
,,N,"18,648 ",36 ,89 ,"18,594 ",-,18.3 ,154.6 ,137.7 ,16.9 ,"956,981 ","408,954 ","360,958 ","47,996 ","548,027 "
,,P,578 ,5 ,3 ,581 ,-,17.3 ,134.4 ,127.8 ,6.6 ,"278,469 ","212,148 ","200,024 ","12,124 ","66,321 "
,,,,,,,,,,,,,,,,
4,T,T,"30,162 ",84 ,151 ,"30,095 ",868 ,18.2 ,154.4 ,138.0 ,16.4 ,"1,007,076 ","412,268 ","368,086 ","44,182 ","594,808 "
,M,T,"22,998 ",58 ,111 ,"22,945 ",303 ,18.3 ,156.7 ,138.6 ,18.1 ,"1,082,424 ","444,639 ",,,"637,785 "
,F,T,"7,164 ",26 ,40 ,"7,150 ",565 ,18.0 ,146.9 ,136.0 ,10.9 ,"765,234 ","308,367 ",,,"456,867 "
,,N,"29,288 ",77 ,138 ,"29,227 ",-,18.3 ,155.1 ,138.4 ,16.7 ,"1,029,703 ","418,739 ","373,489 ","45,250 ","610,964 "
,,P,874 ,7 ,13 ,868 ,-,17.1 ,129.1 ,124.5 ,4.6 ,"247,012 ","194,897 ","186,588 ","8,309 ","52,115 "
,,,,,,,,,,,,,,,,
5,T,T,"141,660 ",582 ,582 ,"141,660 ","9,033 ",19.3 ,164.2 ,147.5 ,16.7 ,"927,956 ","346,217 ","304,680 ","41,537 ","581,739 "
,M,T,"108,079 ",360 ,399 ,"108,040 ","1,869 ",19.4 ,167.7 ,150.1 ,17.6 ,"1,014,849 ","375,079 ",,,"639,770 "
,F,T,"33,581 ",222 ,183 ,"33,620 ","7,164 ",19.0 ,153.0 ,139.1 ,13.9 ,"648,505 ","253,396 ",,,"395,109 "
,,N,"132,649 ",499 ,543 ,"132,627 ",-,19.3 ,166.1 ,149.6 ,16.5 ,"974,302 ","357,691 ","314,946 ","42,745 ","616,611 "
,,P,"9,011 ",83 ,39 ,"9,033 ",-,18.5 ,135.5 ,115.5 ,20.0 ,"246,582 ","177,527 ","153,749 ","23,778 ","69,055 "
,,,,,,,,,,,,,,,,
7,T,T,"176,630 ","1,092 ","1,436 ","176,286 ","11,773 ",19.8 ,165.6 ,152.5 ,13.1 ,"697,793 ","314,185 ","288,837 ","25,348 ","383,608 "
,M,T,"138,773 ",686 ,"1,201 ","138,258 ","4,318 ",19.9 ,168.9 ,154.0 ,14.9 ,"754,632 ","337,063 ",,,"417,569 "
,F,T,"37,857 ",406 ,235 ,"38,028 ","7,455 ",19.4 ,153.6 ,146.8 ,6.8 ,"490,294 ","230,665 ",,,"259,629 "
,,N,"164,881 ",974 ,"1,343 ","164,513 ",-,20.0 ,168.3 ,154.8 ,13.5 ,"728,189 ","323,740 ","297,500 ","26,240 ","404,449 "
,,P,"11,749 ",118 ,93 ,"11,773 ",-,17.3 ,126.2 ,119.0 ,7.2 ,"272,144 ","180,381 ","167,534 ","12,847 ","91,763 "
,,,,,,,,,,,,,,,,
9,T,T,"233,051 ","2,939 ","1,695 ","234,295 ","30,396 ",19.7 ,157.9 ,147.7 ,10.2 ,"509,114 ","288,660 ","272,575 ","16,085 ","220,454 "
,M,T,"175,294 ","1,981 ","1,535 ","175,740 ","9,491 ",20.2 ,166.8 ,154.5 ,12.3 ,"569,313 ","316,747 ",,,"252,566 "
,F,T,"57,757 ",958 ,160 ,"58,555 ","20,905 ",18.3 ,130.6 ,127.0 ,3.6 ,"327,429 ","203,892 ",,,"123,537 "
,,N,"203,003 ","2,444 ","1,576 ","203,899 ",-,20.3 ,167.5 ,156.0 ,11.5 ,"562,760 ","313,386 ","295,199 ","18,187 ","249,374 "
,,P,"30,048 ",495 ,119 ,"30,396 ",-,15.8 ,93.0 ,91.6 ,1.4 ,"147,974 ","122,211 ","120,280 ","1,931 ","25,763 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E25,,,はん用機械器具製造業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,37頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"313,036 ","1,583 ","1,840 ","312,779 ","18,716 ",18.8 ,158.9 ,144.8 ,14.1 ,"1,027,378 ","380,569 ","348,643 ","31,926 ","646,809 "
,M,T,"254,567 ","1,246 ","1,490 ","254,323 ","6,992 ",19.0 ,162.8 ,147.2 ,15.6 ,"1,114,716 ","407,219 ",,,"707,497 "
,F,T,"58,469 ",337 ,350 ,"58,456 ","11,724 ",18.1 ,142.1 ,134.5 ,7.6 ,"647,256 ","264,580 ",,,"382,676 "
,,N,"294,294 ","1,409 ","1,610 ","294,063 ",-,19.0 ,162.2 ,147.3 ,14.9 ,"1,077,172 ","394,870 ","361,083 ","33,787 ","682,302 "
,,P,"18,742 ",174 ,230 ,"18,716 ",-,16.7 ,108.8 ,106.9 ,1.9 ,"245,252 ","155,947 ","153,251 ","2,696 ","89,305 "
,,,,,,,,,,,,,,,,
0,T,T,"259,260 ","1,296 ","1,378 ","259,178 ","12,957 ",18.6 ,159.4 ,144.2 ,15.2 ,"1,113,349 ","393,781 ","358,519 ","35,262 ","719,568 "
,M,T,"212,813 ","1,090 ","1,095 ","212,808 ","4,992 ",18.8 ,162.5 ,145.9 ,16.6 ,"1,198,045 ","419,234 ",,,"778,811 "
,F,T,"46,447 ",206 ,283 ,"46,370 ","7,965 ",18.0 ,145.3 ,136.6 ,8.7 ,"724,963 ","277,061 ",,,"447,902 "
,,N,"246,278 ","1,177 ","1,205 ","246,221 ",-,18.7 ,161.7 ,145.8 ,15.9 ,"1,156,915 ","405,539 ","368,605 ","36,934 ","751,376 "
,,P,"12,982 ",119 ,173 ,"12,957 ",-,17.1 ,117.1 ,114.8 ,2.3 ,"286,156 ","170,535 ","167,021 ","3,514 ","115,621 "
,,,,,,,,,,,,,,,,
1,T,T,"56,242 ",162 ,252 ,"56,152 ",565 ,18.3 ,158.1 ,140.7 ,17.4 ,"1,726,585 ","484,388 ","438,505 ","45,883 ","1,242,197 "
,M,T,"48,343 ",151 ,214 ,"48,280 ",245 ,18.5 ,160.4 ,141.9 ,18.5 ,"1,804,907 ","504,172 ",,,"1,300,735 "
,F,T,"7,899 ",11 ,38 ,"7,872 ",320 ,17.3 ,143.3 ,132.9 ,10.4 ,"1,246,736 ","363,178 ",,,"883,558 "
,,N,"55,670 ",156 ,239 ,"55,587 ",-,18.3 ,158.4 ,141.0 ,17.4 ,"1,738,489 ","486,787 ","440,661 ","46,126 ","1,251,702 "
,,P,572 ,6 ,13 ,565 ,-,16.4 ,121.3 ,110.8 ,10.5 ,"561,874 ","249,710 ","227,559 ","22,151 ","312,164 "
,,,,,,,,,,,,,,,,
3,T,T,"32,061 ",153 ,151 ,"32,063 ",948 ,18.2 ,156.6 ,142.2 ,14.4 ,"1,047,932 ","407,810 ","369,293 ","38,517 ","640,122 "
