産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,N,"935,983 ","19,503 ","24,401 ","930,916 ",-,17.8 ,147.5 ,134.6 ,12.9 ,"304,615 ","301,168 ","274,257 ","26,911 ","3,447 "
,,P,"534,090 ","13,835 ","21,012 ","527,082 ",-,14.2 ,84.3 ,81.0 ,3.3 ,"120,678 ","120,251 ","114,230 ","6,021 ",427 
,,,,,,,,,,,,,,,,
7,T,T,"1,000,125 ","16,658 ","18,397 ","998,386 ","239,159 ",17.6 ,139.0 ,127.6 ,11.4 ,"274,490 ","266,965 ","246,131 ","20,834 ","7,525 "
,M,T,"649,631 ","11,081 ","9,877 ","650,835 ","95,208 ",18.1 ,150.0 ,135.6 ,14.4 ,"312,786 ","304,084 ",,,"8,702 "
,F,T,"350,494 ","5,577 ","8,520 ","347,551 ","143,951 ",16.6 ,118.8 ,112.8 ,6.0 ,"203,144 ","197,813 ",,,"5,331 "
,,N,"760,040 ","13,193 ","14,305 ","759,227 ",-,18.5 ,155.6 ,141.5 ,14.1 ,"321,293 ","311,854 ","285,860 ","25,994 ","9,439 "
,,P,"240,085 ","3,465 ","4,092 ","239,159 ",-,14.8 ,86.6 ,83.7 ,2.9 ,"126,119 ","124,663 ","120,187 ","4,476 ","1,456 "
,,,,,,,,,,,,,,,,
9,T,T,"1,087,439 ","17,680 ","12,769 ","1,092,350 ","271,955 ",17.0 ,133.3 ,124.6 ,8.7 ,"282,647 ","269,991 ","252,681 ","17,310 ","12,656 "
,M,T,"716,821 ","9,535 ","8,188 ","718,168 ","107,164 ",17.7 ,144.4 ,133.3 ,11.1 ,"327,283 ","311,199 ",,,"16,084 "
,F,T,"370,618 ","8,145 ","4,581 ","374,182 ","164,791 ",15.8 ,111.8 ,107.8 ,4.0 ,"196,647 ","190,595 ",,,"6,052 "
,,N,"821,362 ","8,470 ","9,165 ","820,395 ",-,18.3 ,151.3 ,140.3 ,11.0 ,"339,657 ","323,341 ","301,243 ","22,098 ","16,316 "
,,P,"266,077 ","9,210 ","3,604 ","271,955 ",-,13.1 ,78.5 ,76.9 ,1.6 ,"108,684 ","107,198 ","104,497 ","2,701 ","1,486 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
D06,,,総合工事業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,18頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"1,367,189 ","12,606 ","15,745 ","1,364,050 ","84,577 ",18.1 ,148.2 ,135.9 ,12.3 ,"398,749 ","382,718 ","357,467 ","25,251 ","16,031 "
,M,T,"1,077,558 ","10,037 ","11,774 ","1,075,821 ","29,835 ",18.5 ,153.1 ,139.0 ,14.1 ,"432,492 ","415,286 ",,,"17,206 "
,F,T,"289,631 ","2,569 ","3,971 ","288,229 ","54,742 ",16.9 ,129.6 ,124.2 ,5.4 ,"273,006 ","261,354 ",,,"11,652 "
,,N,"1,283,241 ","10,824 ","14,541 ","1,279,473 ",-,18.5 ,152.5 ,139.5 ,13.0 ,"416,360 ","399,352 ","372,641 ","26,711 ","17,008 "
,,P,"83,948 ","1,782 ","1,204 ","84,577 ",-,13.5 ,83.0 ,81.5 ,1.5 ,"130,945 ","129,769 ","126,718 ","3,051 ","1,176 "
,,,,,,,,,,,,,,,,
0,T,T,"589,128 ","2,983 ","4,986 ","587,125 ","30,117 ",18.1 ,151.5 ,136.9 ,14.6 ,"453,366 ","439,214 ","406,223 ","32,991 ","14,152 "
,M,T,"450,809 ","1,751 ","4,162 ","448,398 ","8,510 ",18.4 ,156.0 ,139.2 ,16.8 ,"500,160 ","484,345 ",,,"15,815 "
,F,T,"138,319 ","1,232 ",824 ,"138,727 ","21,607 ",17.4 ,136.3 ,129.1 ,7.2 ,"301,487 ","292,730 ",,,"8,757 "
,,N,"559,225 ","2,439 ","4,656 ","557,008 ",-,18.3 ,154.2 ,139.0 ,15.2 ,"469,556 ","454,666 ","420,106 ","34,560 ","14,890 "
,,P,"29,903 ",544 ,330 ,"30,117 ",-,15.6 ,98.3 ,96.5 ,1.8 ,"152,264 ","151,836 ","148,013 ","3,823 ",428 
,,,,,,,,,,,,,,,,
1,T,T,"39,190 ",324 ,360 ,"39,154 ",113 ,18.5 ,157.9 ,137.3 ,20.6 ,"632,441 ","628,443 ","576,982 ","51,461 ","3,998 "
,M,T,"30,530 ",253 ,280 ,"30,503 ",20 ,18.7 ,160.7 ,138.9 ,21.8 ,"682,104 ","677,951 ",,,"4,153 "
,F,T,"8,660 ",71 ,80 ,"8,651 ",93 ,17.8 ,148.2 ,131.6 ,16.6 ,"457,348 ","453,896 ",,,"3,452 "
,,N,"39,077 ",324 ,360 ,"39,041 ",-,18.5 ,158.1 ,137.4 ,20.7 ,"633,583 ","629,574 ","577,991 ","51,583 ","4,009 "
,,P,113 ,0 ,0 ,113 ,-,15.8 ,115.3 ,109.0 ,6.3 ,"237,673 ","237,673 ","228,177 ","9,496 ",0 
,,,,,,,,,,,,,,,,
3,T,T,"22,530 ",158 ,230 ,"22,458 ",321 ,18.5 ,161.0 ,141.1 ,19.9 ,"618,484 ","555,570 ","507,900 ","47,670 ","62,914 "
,M,T,"17,727 ",127 ,162 ,"17,692 ",109 ,18.6 ,164.3 ,142.8 ,21.5 ,"670,689 ","599,234 ",,,"71,455 "
,F,T,"4,803 ",31 ,68 ,"4,766 ",212 ,18.0 ,149.3 ,135.1 ,14.2 ,"425,250 ","393,951 ",,,"31,299 "
,,N,"22,207 ",157 ,227 ,"22,137 ",-,18.6 ,162.2 ,142.0 ,20.2 ,"625,423 ","561,607 ","513,304 ","48,303 ","63,816 "
,,P,323 ,1 ,3 ,321 ,-,14.3 ,86.3 ,84.0 ,2.3 ,"140,696 ","139,916 ","135,804 ","4,112 ",780 
,,,,,,,,,,,,,,,,
4,T,T,"61,720 ",482 ,590 ,"61,612 ",434 ,18.5 ,159.1 ,138.7 ,20.4 ,"627,350 ","601,861 ","551,783 ","50,078 ","25,489 "
,M,T,"48,257 ",380 ,442 ,"48,195 ",129 ,18.7 ,161.9 ,140.3 ,21.6 ,"677,912 ","649,045 ",,,"28,867 "
,F,T,"13,463 ",102 ,148 ,"13,417 ",305 ,17.9 ,148.7 ,132.9 ,15.8 ,"445,921 ","432,556 ",,,"13,365 "
,,N,"61,284 ",481 ,587 ,"61,178 ",-,18.5 ,159.5 ,139.0 ,20.5 ,"630,629 ","604,963 ","554,568 ","50,395 ","25,666 "
,,P,436 ,1 ,3 ,434 ,-,14.7 ,93.8 ,90.5 ,3.3 ,"165,887 ","165,310 ","159,800 ","5,510 ",577 
,,,,,,,,,,,,,,,,
5,T,T,"174,082 ",417 ,"1,009 ","173,490 ","17,958 ",18.0 ,150.8 ,135.9 ,14.9 ,"432,820 ","428,129 ","397,732 ","30,397 ","4,691 "
,M,T,"127,135 ",329 ,680 ,"126,784 ","4,473 ",18.3 ,157.9 ,140.6 ,17.3 ,"497,035 ","491,526 ",,,"5,509 "
,F,T,"46,947 ",88 ,329 ,"46,706 ","13,485 ",17.3 ,131.4 ,123.2 ,8.2 ,"258,716 ","256,243 ",,,"2,473 "
,,N,"156,080 ",395 ,943 ,"155,532 ",-,18.2 ,156.4 ,140.0 ,16.4 ,"466,833 ","461,643 ","428,086 ","33,557 ","5,190 "
,,P,"18,002 ",22 ,66 ,"17,958 ",-,16.6 ,102.4 ,100.6 ,1.8 ,"138,084 ","137,717 ","134,701 ","3,016 ",367 
,,,,,,,,,,,,,,,,
7,T,T,"353,326 ","2,084 ","3,387 ","352,023 ","11,725 ",18.1 ,150.4 ,137.0 ,13.4 ,"433,070 ","416,237 ","384,955 ","31,282 ","16,833 "
,M,T,"275,417 ","1,042 ","3,040 ","273,419 ","3,908 ",18.3 ,154.2 ,138.4 ,15.8 ,"470,368 ","452,079 ",,,"18,289 "
,F,T,"77,909 ","1,042 ",347 ,"78,604 ","7,817 ",17.4 ,137.1 ,132.1 ,5.0 ,"302,274 ","290,549 ",,,"11,725 "
,,N,"341,861 ","1,563 ","3,126 ","340,298 ",-,18.3 ,152.4 ,138.6 ,13.8 ,"441,885 ","424,498 ","392,323 ","32,175 ","17,387 "
,,P,"11,465 ",521 ,261 ,"11,725 ",-,14.0 ,92.2 ,90.5 ,1.7 ,"173,740 ","173,223 ","168,212 ","5,011 ",517 
,,,,,,,,,,,,,,,,
9,T,T,"778,061 ","9,623 ","10,759 ","776,925 ","54,460 ",18.2 ,145.6 ,135.1 ,10.5 ,"357,434 ","339,982 ","320,586 ","19,396 ","17,452 "
,M,T,"626,749 ","8,286 ","7,612 ","627,423 ","21,325 ",18.6 ,151.0 ,138.9 ,12.1 ,"383,975 ","365,772 ",,,"18,203 "
,F,T,"151,312 ","1,337 ","3,147 ","149,502 ","33,135 ",16.4 ,123.4 ,119.6 ,3.8 ,"246,774 ","232,456 ",,,"14,318 "
,,N,"724,016 ","8,385 ","9,885 ","722,465 ",-,18.6 ,151.0 ,139.8 ,11.2 ,"375,308 ","356,666 ","336,012 ","20,654 ","18,642 "
,,P,"54,045 ","1,238 ",874 ,"54,460 ",-,12.4 ,74.6 ,73.2 ,1.4 ,"119,152 ","117,562 ","114,938 ","2,624 ","1,590 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
D07,,,職別工事業（設備工事業を除く）,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,19頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"523,040 ","2,430 ","5,740 ","519,730 ","36,855 ",18.3 ,145.6 ,135.9 ,9.7 ,"342,838 ","330,601 ","308,931 ","21,670 ","12,237 "
,M,T,"433,826 ","1,460 ","4,897 ","430,389 ","10,843 ",18.7 ,151.5 ,140.4 ,11.1 ,"367,222 ","354,061 ",,,"13,161 "
,F,T,"89,214 ",970 ,843 ,"89,341 ","26,012 ",16.2 ,116.9 ,114.1 ,2.8 ,"224,814 ","217,053 ",,,"7,761 "
,,N,"486,125 ","1,590 ","4,892 ","482,875 ",-,18.8 ,151.5 ,141.2 ,10.3 ,"361,645 ","348,618 ","325,590 ","23,028 ","13,027 "
,,P,"36,915 ",840 ,848 ,"36,855 ",-,11.2 ,67.0 ,65.7 ,1.3 ,"95,800 ","93,944 ","90,108 ","3,836 ","1,856 "
,,,,,,,,,,,,,,,,
0,T,T,"117,506 ",634 ,"1,154 ","116,986 ","5,055 ",18.5 ,156.0 ,140.6 ,15.4 ,"386,378 ","366,988 ","327,391 ","39,597 ","19,390 "
,M,T,"98,959 ",399 ,987 ,"98,371 ","1,718 ",18.7 ,160.4 ,143.1 ,17.3 ,"410,810 ","389,520 ",,,"21,290 "
,F,T,"18,547 ",235 ,167 ,"18,615 ","3,337 ",17.2 ,132.6 ,127.4 ,5.2 ,"256,643 ","247,343 ",,,"9,300 "
,,N,"112,557 ",529 ,"1,154 ","111,931 ",-,18.8 ,159.4 ,143.5 ,15.9 ,"398,686 ","378,432 ","337,292 ","41,140 ","20,254 "
,,P,"4,949 ",105 ,0 ,"5,055 ",-,11.6 ,78.0 ,74.4 ,3.6 ,"110,186 ","110,186 ","105,213 ","4,973 ",0 
,,,,,,,,,,,,,,,,
1,T,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,M,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,F,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,
3,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
4,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
5,T,T,"42,645 ",246 ,246 ,"42,645 ","4,005 ",17.7 ,151.5 ,136.8 ,14.7 ,"370,389 ","370,353 ","343,965 ","26,388 ",36 
,M,T,"33,231 ",141 ,211 ,"33,161 ",808 ,18.1 ,159.9 ,142.4 ,17.5 ,"415,688 ","415,641 ",,,47 
,F,T,"9,414 ",105 ,35 ,"9,484 ","3,197 ",16.3 ,121.9 ,116.9 ,5.0 ,"211,249 ","211,249 ",,,0 
,,N,"38,746 ",141 ,246 ,"38,640 ",-,18.3 ,159.0 ,143.0 ,16.0 ,"396,799 ","396,759 ","368,041 ","28,718 ",40 
,,P,"3,899 ",105 ,0 ,"4,005 ",-,11.9 ,78.2 ,75.6 ,2.6 ,"111,827 ","111,827 ","108,254 ","3,573 ",0 
,,,,,,,,,,,,,,,,
7,T,T,"73,477 ",384 ,896 ,"72,965 ","1,024 ",19.0 ,158.9 ,143.1 ,15.8 ,"394,828 ","363,809 ","315,772 ","48,037 ","31,019 "
,M,T,"64,772 ",256 ,768 ,"64,260 ",896 ,19.0 ,160.8 ,143.6 ,17.2 ,"407,453 ","374,927 ",,,"32,526 "
,F,T,"8,705 ",128 ,128 ,"8,705 ",128 ,18.3 ,144.3 ,139.1 ,5.2 ,"301,265 ","281,413 ",,,"19,852 "
,,N,"72,453 ",384 ,896 ,"71,941 ",-,19.1 ,160.0 ,144.1 ,15.9 ,"398,957 ","367,498 ","318,929 ","48,569 ","31,459 "
,,P,"1,024 ",0 ,0 ,"1,024 ",-,10.3 ,78.0 ,70.5 ,7.5 ,"103,757 ","103,757 ","93,256 ","10,501 ",0 
,,,,,,,,,,,,,,,,
9,T,T,"405,534 ","1,796 ","4,586 ","402,744 ","31,800 ",18.2 ,142.5 ,134.5 ,8.0 ,"330,206 ","320,045 ","303,575 ","16,470 ","10,161 "
,M,T,"334,867 ","1,061 ","3,910 ","332,018 ","9,125 ",18.7 ,148.9 ,139.6 ,9.3 ,"354,325 ","343,569 ",,,"10,756 "
,F,T,"70,667 ",735 ,676 ,"70,726 ","22,675 ",15.9 ,112.8 ,110.7 ,2.1 ,"216,448 ","209,092 ",,,"7,356 "
,,N,"373,568 ","1,061 ","3,738 ","370,944 ",-,18.8 ,149.2 ,140.5 ,8.7 ,"350,476 ","339,628 ","322,061 ","17,567 ","10,848 "
,,P,"31,966 ",735 ,848 ,"31,800 ",-,11.2 ,65.3 ,64.4 ,0.9 ,"93,543 ","91,396 ","87,738 ","3,658 ","2,147 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
D08,,,設備工事業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,20頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"726,885 ","4,777 ","7,176 ","724,486 ","26,314 ",17.8 ,148.7 ,135.3 ,13.4 ,"398,870 ","382,203 ","350,964 ","31,239 ","16,667 "
,M,T,"606,457 ","4,604 ","5,911 ","605,150 ","10,583 ",18.1 ,153.0 ,137.9 ,15.1 ,"422,301 ","404,802 ",,,"17,499 "
,F,T,"120,428 ",173 ,"1,265 ","119,336 ","15,731 ",16.7 ,127.7 ,122.4 ,5.3 ,"280,465 ","268,004 ",,,"12,461 "
,,N,"700,208 ","4,576 ","6,592 ","698,172 ",-,18.0 ,151.6 ,137.7 ,13.9 ,"409,294 ","392,065 ","359,700 ","32,365 ","17,229 "
,,P,"26,677 ",201 ,584 ,"26,314 ",-,12.7 ,74.9 ,74.0 ,0.9 ,"123,790 ","121,960 ","120,426 ","1,534 ","1,830 "
,,,,,,,,,,,,,,,,
0,T,T,"305,426 ","1,113 ","2,082 ","304,457 ","4,760 ",17.8 ,153.1 ,136.2 ,16.9 ,"431,006 ","417,806 ","376,319 ","41,487 ","13,200 "
,M,T,"261,720 ",993 ,"1,563 ","261,150 ","3,245 ",17.9 ,155.6 ,137.4 ,18.2 ,"449,905 ","435,958 ",,,"13,947 "
,F,T,"43,706 ",120 ,519 ,"43,307 ","1,515 ",17.3 ,137.9 ,128.7 ,9.2 ,"317,441 ","308,726 ",,,"8,715 "
,,N,"300,685 ","1,067 ","2,056 ","299,697 ",-,17.9 ,154.0 ,136.9 ,17.1 ,"435,072 ","421,718 ","379,639 ","42,079 ","13,354 "
,,P,"4,741 ",46 ,26 ,"4,760 ",-,13.9 ,93.4 ,91.4 ,2.0 ,"174,099 ","170,590 ","166,512 ","4,078 ","3,509 "
,,,,,,,,,,,,,,,,
1,T,T,"19,970 ",65 ,87 ,"19,948 ",104 ,19.1 ,167.9 ,146.4 ,21.5 ,"509,270 ","500,993 ","446,731 ","54,262 ","8,277 "
,M,T,"17,653 ",65 ,70 ,"17,648 ",87 ,19.3 ,169.9 ,147.4 ,22.5 ,"523,906 ","515,486 ",,,"8,420 "
,F,T,"2,317 ",0 ,17 ,"2,300 ",17 ,18.0 ,152.6 ,138.6 ,14.0 ,"397,363 ","390,179 ",,,"7,184 "
,,N,"19,870 ",61 ,87 ,"19,844 ",-,19.1 ,168.2 ,146.6 ,21.6 ,"510,351 ","502,053 ","447,558 ","54,495 ","8,298 "
,,P,100 ,4 ,0 ,104 ,-,14.8 ,100.0 ,98.9 ,1.1 ,"298,922 ","294,618 ","285,794 ","8,824 ","4,304 "
,,,,,,,,,,,,,,,,
3,T,T,"22,810 ",163 ,221 ,"22,752 ",170 ,18.2 ,158.4 ,138.7 ,19.7 ,"506,464 ","495,861 ","446,297 ","49,564 ","10,603 "
,M,T,"19,524 ",122 ,189 ,"19,457 ",134 ,18.3 ,160.5 ,139.8 ,20.7 ,"529,472 ","517,898 ",,,"11,574 "
,F,T,"3,286 ",41 ,32 ,"3,295 ",36 ,17.4 ,145.4 ,131.7 ,13.7 ,"370,178 ","365,328 ",,,"4,850 "
,,N,"22,642 ",161 ,221 ,"22,582 ",-,18.2 ,158.7 ,138.9 ,19.8 ,"508,548 ","497,925 ","448,060 ","49,865 ","10,623 "
,,P,168 ,2 ,0 ,170 ,-,14.4 ,105.0 ,101.8 ,3.2 ,"227,550 ","219,621 ","210,278 ","9,343 ","7,929 "
,,,,,,,,,,,,,,,,
4,T,T,"42,780 ",228 ,308 ,"42,700 ",274 ,18.6 ,162.9 ,142.3 ,20.6 ,"507,774 ","498,257 ","446,499 ","51,758 ","9,517 "
,M,T,"37,177 ",187 ,259 ,"37,105 ",221 ,18.8 ,165.0 ,143.4 ,21.6 ,"526,827 ","516,752 ",,,"10,075 "
,F,T,"5,603 ",41 ,49 ,"5,595 ",53 ,17.7 ,148.3 ,134.5 ,13.8 ,"381,386 ","375,574 ",,,"5,812 "
,,N,"42,512 ",222 ,308 ,"42,426 ",-,18.7 ,163.2 ,142.5 ,20.7 ,"509,391 ","499,855 ","447,825 ","52,030 ","9,536 "
,,P,268 ,6 ,0 ,274 ,-,14.5 ,103.1 ,100.7 ,2.4 ,"254,414 ","247,849 ","238,701 ","9,148 ","6,565 "
,,,,,,,,,,,,,,,,
5,T,T,"105,541 ",594 ,608 ,"105,527 ","1,863 ",18.0 ,154.4 ,137.7 ,16.7 ,"437,215 ","419,123 ","372,599 ","46,524 ","18,092 "
,M,T,"91,047 ",515 ,502 ,"91,060 ","1,348 ",18.0 ,155.8 ,138.3 ,17.5 ,"450,726 ","431,675 ",,,"19,051 "
,F,T,"14,494 ",79 ,106 ,"14,467 ",515 ,17.9 ,145.6 ,133.8 ,11.8 ,"352,256 ","340,196 ",,,"12,060 "
,,N,"103,691 ",554 ,582 ,"103,664 ",-,18.1 ,155.5 ,138.5 ,17.0 ,"442,146 ","423,874 ","376,627 ","47,247 ","18,272 "
,,P,"1,850 ",40 ,26 ,"1,863 ",-,13.6 ,98.5 ,94.8 ,3.7 ,"161,822 ","153,802 ","147,646 ","6,156 ","8,020 "
,,,,,,,,,,,,,,,,
7,T,T,"157,105 ",291 ,"1,166 ","156,230 ","2,623 ",17.4 ,149.5 ,133.5 ,16.0 ,"405,881 ","394,971 ","359,680 ","35,291 ","10,910 "
,M,T,"133,496 ",291 ,802 ,"132,985 ","1,676 ",17.5 ,152.9 ,135.2 ,17.7 ,"427,902 ","416,364 ",,,"11,538 "
,F,T,"23,609 ",0 ,364 ,"23,245 ",947 ,16.9 ,130.6 ,124.2 ,6.4 ,"280,638 ","273,297 ",,,"7,341 "
,,N,"154,482 ",291 ,"1,166 ","153,607 ",-,17.5 ,150.6 ,134.3 ,16.3 ,"409,821 ","398,725 ","362,869 ","35,856 ","11,096 "
,,P,"2,623 ",0 ,0 ,"2,623 ",-,14.0 ,88.9 ,88.1 ,0.8 ,"174,491 ","174,491 ","172,408 ","2,083 ",0 
,,,,,,,,,,,,,,,,
9,T,T,"421,459 ","3,664 ","5,094 ","420,029 ","21,554 ",17.9 ,145.7 ,134.7 ,11.0 ,"375,579 ","356,400 ","332,588 ","23,812 ","19,179 "
,M,T,"344,737 ","3,611 ","4,348 ","344,000 ","7,338 ",18.2 ,151.0 ,138.3 ,12.7 ,"401,344 ","381,149 ",,,"20,195 "
,F,T,"76,722 ",53 ,746 ,"76,029 ","14,216 ",16.3 ,121.8 ,118.7 ,3.1 ,"259,402 ","244,808 ",,,"14,594 "
,,N,"399,523 ","3,509 ","4,536 ","398,475 ",-,18.2 ,149.7 ,138.2 ,11.5 ,"389,899 ","369,755 ","344,698 ","25,057 ","20,144 "
,,P,"21,936 ",155 ,558 ,"21,554 ",-,12.5 ,70.8 ,70.2 ,0.6 ,"112,799 ","111,336 ","110,358 ",978 ,"1,463 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E-1,,,消費関連製造業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,21頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"2,056,969 ","19,345 ","21,993 ","2,054,321 ","560,247 ",17.4 ,140.7 ,129.8 ,10.9 ,"269,017 ","262,543 ","241,132 ","21,411 ","6,474 "
,M,T,"1,055,268 ","8,452 ","8,871 ","1,054,849 ","146,510 ",18.0 ,151.9 ,138.4 ,13.5 ,"331,313 ","323,538 ",,,"7,775 "
,F,T,"1,001,701 ","10,893 ","13,122 ","999,472 ","413,737 ",16.8 ,128.7 ,120.6 ,8.1 ,"203,329 ","198,227 ",,,"5,102 "
,,N,"1,493,502 ","12,092 ","11,747 ","1,494,074 ",-,18.1 ,153.4 ,140.7 ,12.7 ,"317,920 ","309,396 ","283,595 ","25,801 ","8,524 "
,,P,"563,467 ","7,253 ","10,246 ","560,247 ",-,15.6 ,106.8 ,100.8 ,6.0 ,"138,999 ","137,976 ","128,236 ","9,740 ","1,023 "
,,,,,,,,,,,,,,,,
0,T,T,"1,482,741 ","14,408 ","16,594 ","1,480,555 ","384,545 ",17.6 ,145.5 ,132.7 ,12.8 ,"280,364 ","274,821 ","248,710 ","26,111 ","5,543 "
,M,T,"777,387 ","5,544 ","6,607 ","776,324 ","109,810 ",18.1 ,155.2 ,139.9 ,15.3 ,"339,539 ","333,345 ",,,"6,194 "
,F,T,"705,354 ","8,864 ","9,987 ","704,231 ","274,735 ",17.1 ,134.8 ,124.8 ,10.0 ,"215,139 ","210,313 ",,,"4,826 "
,,N,"1,095,757 ","9,049 ","8,911 ","1,096,010 ",-,18.2 ,155.8 ,141.4 ,14.4 ,"324,588 ","317,489 ","286,881 ","30,608 ","7,099 "
,,P,"386,984 ","5,359 ","7,683 ","384,545 ",-,16.1 ,116.4 ,108.2 ,8.2 ,"154,732 ","153,609 ","140,274 ","13,335 ","1,123 "
,,,,,,,,,,,,,,,,
1,T,T,"55,051 ",499 ,474 ,"55,076 ","10,829 ",18.1 ,159.9 ,141.1 ,18.8 ,"366,984 ","366,212 ","314,542 ","51,670 ",772 
,M,T,"35,632 ",245 ,276 ,"35,601 ","3,966 ",18.5 ,166.4 ,145.3 ,21.1 ,"417,758 ","417,325 ",,,433 
,F,T,"19,419 ",254 ,198 ,"19,475 ","6,863 ",17.3 ,147.9 ,133.4 ,14.5 ,"273,994 ","272,601 ",,,"1,393 "
,,N,"44,355 ",246 ,354 ,"44,247 ",-,18.4 ,165.3 ,145.3 ,20.0 ,"407,302 ","406,867 ","349,046 ","57,821 ",435 
,,P,"10,696 ",253 ,120 ,"10,829 ",-,16.4 ,137.5 ,123.7 ,13.8 ,"201,027 ","198,867 ","172,514 ","26,353 ","2,160 "
,,,,,,,,,,,,,,,,
3,T,T,"219,172 ","2,216 ","2,413 ","218,975 ","76,875 ",17.4 ,145.8 ,130.4 ,15.4 ,"300,927 ","290,701 ","257,136 ","33,565 ","10,226 "
,M,T,"114,417 ",926 ,"1,053 ","114,290 ","24,567 ",17.9 ,154.6 ,137.0 ,17.6 ,"367,335 ","353,951 ",,,"13,384 "
,F,T,"104,755 ","1,290 ","1,360 ","104,685 ","52,308 ",16.8 ,136.3 ,123.3 ,13.0 ,"228,409 ","221,632 ",,,"6,777 "
