variant,series_index,official_series_code,series_name,month,raw_value,is_missing
nominal,16,16,家具・家事用品（実質）,2005-05,3.4,false
nominal,17,17,被服及び履物（実質）,2005-05,5.7,false
nominal,18,18,保健医療（実質）,2005-05,4.2,false
nominal,19,19,交通・通信（実質）,2005-05,14.6,false
nominal,20,20,教育（実質）,2005-05,2.5,false
nominal,21,21,教養娯楽（実質）,2005-05,11.7,false
nominal,22,22,その他の消費支出（実質）,2005-05,,true
nominal,1,1,消費支出（名目）,2005-06,94.4,false
nominal,2,2,食料（名目）,2005-06,22.3,false
nominal,3,3,住居（名目）,2005-06,8.1,false
nominal,4,4,光熱・水道（名目）,2005-06,5.8,false
nominal,5,5,家具・家事用品（名目）,2005-06,3.8,false
nominal,6,6,被服及び履物（名目）,2005-06,5,false
nominal,7,7,保健医療（名目）,2005-06,4,false
nominal,8,8,交通・通信（名目）,2005-06,14.7,false
nominal,9,9,教育（名目）,2005-06,2.1,false
nominal,10,10,教養娯楽（名目）,2005-06,10.4,false
nominal,11,11,その他の消費支出（名目）,2005-06,,true
nominal,12,12,消費支出（実質）,2005-06,114.8,false
nominal,13,13,食料（実質）,2005-06,32.8,false
nominal,14,14,住居（実質）,2005-06,9.6,false
nominal,15,15,光熱・水道（実質）,2005-06,8.3,false
nominal,16,16,家具・家事用品（実質）,2005-06,4,false
nominal,17,17,被服及び履物（実質）,2005-06,5.9,false
nominal,18,18,保健医療（実質）,2005-06,4.3,false
nominal,19,19,交通・通信（実質）,2005-06,14.9,false
nominal,20,20,教育（実質）,2005-06,1.8,false
nominal,21,21,教養娯楽（実質）,2005-06,11.3,false
nominal,22,22,その他の消費支出（実質）,2005-06,,true
nominal,1,1,消費支出（名目）,2005-07,97.7,false
nominal,2,2,食料（名目）,2005-07,24.2,false
nominal,3,3,住居（名目）,2005-07,7.8,false
nominal,4,4,光熱・水道（名目）,2005-07,5.4,false
nominal,5,5,家具・家事用品（名目）,2005-07,4.5,false
nominal,6,6,被服及び履物（名目）,2005-07,4.8,false
nominal,7,7,保健医療（名目）,2005-07,4.2,false
nominal,8,8,交通・通信（名目）,2005-07,14.3,false
nominal,9,9,教育（名目）,2005-07,2.5,false
nominal,10,10,教養娯楽（名目）,2005-07,11.1,false
nominal,11,11,その他の消費支出（名目）,2005-07,,true
nominal,12,12,消費支出（実質）,2005-07,119.1,false
nominal,13,13,食料（実質）,2005-07,35.6,false
nominal,14,14,住居（実質）,2005-07,9.1,false
nominal,15,15,光熱・水道（実質）,2005-07,7.8,false
nominal,16,16,家具・家事用品（実質）,2005-07,4.8,false
nominal,17,17,被服及び履物（実質）,2005-07,5.9,false
nominal,18,18,保健医療（実質）,2005-07,4.5,false
nominal,19,19,交通・通信（実質）,2005-07,14.3,false
nominal,20,20,教育（実質）,2005-07,2.2,false
nominal,21,21,教養娯楽（実質）,2005-07,12,false
nominal,22,22,その他の消費支出（実質）,2005-07,,true
nominal,1,1,消費支出（名目）,2005-08,99.5,false
nominal,2,2,食料（名目）,2005-08,24.7,false
nominal,3,3,住居（名目）,2005-08,7.2,false
nominal,4,4,光熱・水道（名目）,2005-08,6,false
nominal,5,5,家具・家事用品（名目）,2005-08,3.9,false
nominal,6,6,被服及び履物（名目）,2005-08,3.6,false
nominal,7,7,保健医療（名目）,2005-08,4.3,false
nominal,8,8,交通・通信（名目）,2005-08,15.3,false
nominal,9,9,教育（名目）,2005-08,2.5,false
nominal,10,10,教養娯楽（名目）,2005-08,12.3,false
nominal,11,11,その他の消費支出（名目）,2005-08,,true
nominal,12,12,消費支出（実質）,2005-08,121,false
nominal,13,13,食料（実質）,2005-08,36.4,false
nominal,14,14,住居（実質）,2005-08,8.5,false
nominal,15,15,光熱・水道（実質）,2005-08,8.6,false
nominal,16,16,家具・家事用品（実質）,2005-08,4.1,false
nominal,17,17,被服及び履物（実質）,2005-08,4.5,false
nominal,18,18,保健医療（実質）,2005-08,4.6,false
nominal,19,19,交通・通信（実質）,2005-08,15.3,false
nominal,20,20,教育（実質）,2005-08,2.2,false
nominal,21,21,教養娯楽（実質）,2005-08,13.2,false
nominal,22,22,その他の消費支出（実質）,2005-08,,true
nominal,1,1,消費支出（名目）,2005-09,95.8,false
nominal,2,2,食料（名目）,2005-09,22.4,false
nominal,3,3,住居（名目）,2005-09,7.2,false
nominal,4,4,光熱・水道（名目）,2005-09,6,false
nominal,5,5,家具・家事用品（名目）,2005-09,3.2,false
nominal,6,6,被服及び履物（名目）,2005-09,3.5,false
nominal,7,7,保健医療（名目）,2005-09,3.9,false
nominal,8,8,交通・通信（名目）,2005-09,15.7,false
nominal,9,9,教育（名目）,2005-09,4.9,false
nominal,10,10,教養娯楽（名目）,2005-09,10.4,false
nominal,11,11,その他の消費支出（名目）,2005-09,,true
nominal,12,12,消費支出（実質）,2005-09,116.3,false
nominal,13,13,食料（実質）,2005-09,32.8,false
nominal,14,14,住居（実質）,2005-09,8.5,false
nominal,15,15,光熱・水道（実質）,2005-09,8.6,false
nominal,16,16,家具・家事用品（実質）,2005-09,3.4,false
nominal,17,17,被服及び履物（実質）,2005-09,4.1,false
nominal,18,18,保健医療（実質）,2005-09,4.2,false
nominal,19,19,交通・通信（実質）,2005-09,15.7,false
nominal,20,20,教育（実質）,2005-09,4.2,false
nominal,21,21,教養娯楽（実質）,2005-09,11.4,false
nominal,22,22,その他の消費支出（実質）,2005-09,,true
nominal,1,1,消費支出（名目）,2005-10,101.5,false
nominal,2,2,食料（名目）,2005-10,23.1,false
nominal,3,3,住居（名目）,2005-10,7.4,false
nominal,4,4,光熱・水道（名目）,2005-10,5.8,false
nominal,5,5,家具・家事用品（名目）,2005-10,3.7,false
nominal,6,6,被服及び履物（名目）,2005-10,5,false
nominal,7,7,保健医療（名目）,2005-10,4.1,false
nominal,8,8,交通・通信（名目）,2005-10,16.2,false
nominal,9,9,教育（名目）,2005-10,5.1,false
nominal,10,10,教養娯楽（名目）,2005-10,10.9,false
nominal,11,11,その他の消費支出（名目）,2005-10,,true
nominal,12,12,消費支出（実質）,2005-10,123.1,false
nominal,13,13,食料（実質）,2005-10,34,false
nominal,14,14,住居（実質）,2005-10,8.7,false
nominal,15,15,光熱・水道（実質）,2005-10,8.2,false
nominal,16,16,家具・家事用品（実質）,2005-10,4,false
nominal,17,17,被服及び履物（実質）,2005-10,5.8,false
nominal,18,18,保健医療（実質）,2005-10,4.4,false
nominal,19,19,交通・通信（実質）,2005-10,16.2,false
nominal,20,20,教育（実質）,2005-10,4.4,false
nominal,21,21,教養娯楽（実質）,2005-10,12,false
nominal,22,22,その他の消費支出（実質）,2005-10,,true
nominal,1,1,消費支出（名目）,2005-11,94.1,false
nominal,2,2,食料（名目）,2005-11,22.1,false
nominal,3,3,住居（名目）,2005-11,7.6,false
nominal,4,4,光熱・水道（名目）,2005-11,6,false
nominal,5,5,家具・家事用品（名目）,2005-11,3.6,false
nominal,6,6,被服及び履物（名目）,2005-11,5.1,false
nominal,7,7,保健医療（名目）,2005-11,4.4,false
nominal,8,8,交通・通信（名目）,2005-11,14.4,false
nominal,9,9,教育（名目）,2005-11,2.6,false
nominal,10,10,教養娯楽（名目）,2005-11,10.4,false
nominal,11,11,その他の消費支出（名目）,2005-11,,true
nominal,12,12,消費支出（実質）,2005-11,114.6,false
nominal,13,13,食料（実質）,2005-11,32.7,false
nominal,14,14,住居（実質）,2005-11,9,false
nominal,15,15,光熱・水道（実質）,2005-11,8.5,false
nominal,16,16,家具・家事用品（実質）,2005-11,3.8,false
nominal,17,17,被服及び履物（実質）,2005-11,5.9,false
nominal,18,18,保健医療（実質）,2005-11,4.8,false
nominal,19,19,交通・通信（実質）,2005-11,14.6,false
nominal,20,20,教育（実質）,2005-11,2.3,false
nominal,21,21,教養娯楽（実質）,2005-11,11.5,false
nominal,22,22,その他の消費支出（実質）,2005-11,,true
nominal,1,1,消費支出（名目）,2005-12,114.9,false
nominal,2,2,食料（名目）,2005-12,29.9,false
nominal,3,3,住居（名目）,2005-12,8.4,false
nominal,4,4,光熱・水道（名目）,2005-12,7.4,false
nominal,5,5,家具・家事用品（名目）,2005-12,4.7,false
nominal,6,6,被服及び履物（名目）,2005-12,5.8,false
nominal,7,7,保健医療（名目）,2005-12,4.8,false
nominal,8,8,交通・通信（名目）,2005-12,15.4,false
nominal,9,9,教育（名目）,2005-12,2.9,false
nominal,10,10,教養娯楽（名目）,2005-12,12.6,false
nominal,11,11,その他の消費支出（名目）,2005-12,,true
nominal,12,12,消費支出（実質）,2005-12,139.9,false
nominal,13,13,食料（実質）,2005-12,44.2,false
nominal,14,14,住居（実質）,2005-12,10,false
nominal,15,15,光熱・水道（実質）,2005-12,10.4,false
nominal,16,16,家具・家事用品（実質）,2005-12,5.1,false
nominal,17,17,被服及び履物（実質）,2005-12,6.7,false
nominal,18,18,保健医療（実質）,2005-12,5.1,false
nominal,19,19,交通・通信（実質）,2005-12,15.6,false
nominal,20,20,教育（実質）,2005-12,2.5,false
nominal,21,21,教養娯楽（実質）,2005-12,13.9,false
nominal,22,22,その他の消費支出（実質）,2005-12,,true
nominal,1,1,消費支出（名目）,2006-01,96.4,false
nominal,2,2,食料（名目）,2006-01,21.1,false
nominal,3,3,住居（名目）,2006-01,6,false
nominal,4,4,光熱・水道（名目）,2006-01,8.9,false
nominal,5,5,家具・家事用品（名目）,2006-01,3,false
nominal,6,6,被服及び履物（名目）,2006-01,4.9,false
nominal,7,7,保健医療（名目）,2006-01,3.9,false
nominal,8,8,交通・通信（名目）,2006-01,13.5,false
nominal,9,9,教育（名目）,2006-01,2.8,false
nominal,10,10,教養娯楽（名目）,2006-01,9.8,false
nominal,11,11,その他の消費支出（名目）,2006-01,,true
nominal,12,12,消費支出（実質）,2006-01,117.1,false
nominal,13,13,食料（実質）,2006-01,30.5,false
nominal,14,14,住居（実質）,2006-01,7.1,false
nominal,15,15,光熱・水道（実質）,2006-01,12.3,false
nominal,16,16,家具・家事用品（実質）,2006-01,3.2,false
nominal,17,17,被服及び履物（実質）,2006-01,6,false
nominal,18,18,保健医療（実質）,2006-01,4.1,false
nominal,19,19,交通・通信（実質）,2006-01,13.6,false
nominal,20,20,教育（実質）,2006-01,2.4,false
nominal,21,21,教養娯楽（実質）,2006-01,10.9,false
nominal,22,22,その他の消費支出（実質）,2006-01,,true
nominal,1,1,消費支出（名目）,2006-02,89.7,false
nominal,2,2,食料（名目）,2006-02,20.1,false
nominal,3,3,住居（名目）,2006-02,6.2,false
nominal,4,4,光熱・水道（名目）,2006-02,8.9,false
nominal,5,5,家具・家事用品（名目）,2006-02,2.7,false
nominal,6,6,被服及び履物（名目）,2006-02,3.4,false
nominal,7,7,保健医療（名目）,2006-02,3.8,false
nominal,8,8,交通・通信（名目）,2006-02,14,false
nominal,9,9,教育（名目）,2006-02,3.4,false
nominal,10,10,教養娯楽（名目）,2006-02,9.4,false
nominal,11,11,その他の消費支出（名目）,2006-02,,true
nominal,12,12,消費支出（実質）,2006-02,109.5,false
nominal,13,13,食料（実質）,2006-02,29.5,false
nominal,14,14,住居（実質）,2006-02,7.4,false
nominal,15,15,光熱・水道（実質）,2006-02,12.1,false
nominal,16,16,家具・家事用品（実質）,2006-02,3,false
nominal,17,17,被服及び履物（実質）,2006-02,4.3,false
nominal,18,18,保健医療（実質）,2006-02,4.1,false
nominal,19,19,交通・通信（実質）,2006-02,14.2,false
nominal,20,20,教育（実質）,2006-02,2.9,false
nominal,21,21,教養娯楽（実質）,2006-02,10.6,false
nominal,22,22,その他の消費支出（実質）,2006-02,,true
nominal,1,1,消費支出（名目）,2006-03,107.5,false
nominal,2,2,食料（名目）,2006-03,22.6,false
nominal,3,3,住居（名目）,2006-03,7.3,false
nominal,4,4,光熱・水道（名目）,2006-03,8,false
nominal,5,5,家具・家事用品（名目）,2006-03,3.1,false
nominal,6,6,被服及び履物（名目）,2006-03,4.7,false
nominal,7,7,保健医療（名目）,2006-03,4.1,false
nominal,8,8,交通・通信（名目）,2006-03,18,false
nominal,9,9,教育（名目）,2006-03,5.1,false
nominal,10,10,教養娯楽（名目）,2006-03,11.1,false
nominal,11,11,その他の消費支出（名目）,2006-03,,true
nominal,12,12,消費支出（実質）,2006-03,130.9,false
nominal,13,13,食料（実質）,2006-03,33.2,false
nominal,14,14,住居（実質）,2006-03,8.6,false
nominal,15,15,光熱・水道（実質）,2006-03,11,false
nominal,16,16,家具・家事用品（実質）,2006-03,3.4,false
nominal,17,17,被服及び履物（実質）,2006-03,5.7,false
nominal,18,18,保健医療（実質）,2006-03,4.4,false
nominal,19,19,交通・通信（実質）,2006-03,18.1,false
nominal,20,20,教育（実質）,2006-03,4.4,false
nominal,21,21,教養娯楽（実質）,2006-03,12.3,false
nominal,22,22,その他の消費支出（実質）,2006-03,,true
nominal,1,1,消費支出（名目）,2006-04,107.6,false
nominal,2,2,食料（名目）,2006-04,22.1,false
nominal,3,3,住居（名目）,2006-04,7,false
nominal,4,4,光熱・水道（名目）,2006-04,7.4,false
nominal,5,5,家具・家事用品（名目）,2006-04,2.9,false
nominal,6,6,被服及び履物（名目）,2006-04,4.6,false
nominal,7,7,保健医療（名目）,2006-04,3.8,false
nominal,8,8,交通・通信（名目）,2006-04,17.3,false
nominal,9,9,教育（名目）,2006-04,8.5,false
nominal,10,10,教養娯楽（名目）,2006-04,11.2,false
nominal,11,11,その他の消費支出（名目）,2006-04,,true
nominal,12,12,消費支出（実質）,2006-04,130.7,false
nominal,13,13,食料（実質）,2006-04,32.4,false
nominal,14,14,住居（実質）,2006-04,8.3,false
nominal,15,15,光熱・水道（実質）,2006-04,10.2,false
nominal,16,16,家具・家事用品（実質）,2006-04,3.2,false
nominal,17,17,被服及び履物（実質）,2006-04,5.5,false
nominal,18,18,保健医療（実質）,2006-04,4.1,false
nominal,19,19,交通・通信（実質）,2006-04,17.5,false
nominal,20,20,教育（実質）,2006-04,7.3,false
nominal,21,21,教養娯楽（実質）,2006-04,12.4,false
nominal,22,22,その他の消費支出（実質）,2006-04,,true
nominal,1,1,消費支出（名目）,2006-05,96.8,false
nominal,2,2,食料（名目）,2006-05,23.2,false
nominal,3,3,住居（名目）,2006-05,7,false
nominal,4,4,光熱・水道（名目）,2006-05,6.6,false
nominal,5,5,家具・家事用品（名目）,2006-05,3.2,false
nominal,6,6,被服及び履物（名目）,2006-05,4.7,false
nominal,7,7,保健医療（名目）,2006-05,3.9,false
nominal,8,8,交通・通信（名目）,2006-05,14.8,false
nominal,9,9,教育（名目）,2006-05,3.1,false
nominal,10,10,教養娯楽（名目）,2006-05,11.4,false
nominal,11,11,その他の消費支出（名目）,2006-05,,true
nominal,12,12,消費支出（実質）,2006-05,117,false
nominal,13,13,食料（実質）,2006-05,33.8,false
nominal,14,14,住居（実質）,2006-05,8.2,false
nominal,15,15,光熱・水道（実質）,2006-05,9,false
nominal,16,16,家具・家事用品（実質）,2006-05,3.4,false
nominal,17,17,被服及び履物（実質）,2006-05,5.5,false
nominal,18,18,保健医療（実質）,2006-05,4.3,false
nominal,19,19,交通・通信（実質）,2006-05,14.8,false
nominal,20,20,教育（実質）,2006-05,2.7,false
nominal,21,21,教養娯楽（実質）,2006-05,12.5,false
nominal,22,22,その他の消費支出（実質）,2006-05,,true
nominal,1,1,消費支出（名目）,2006-06,94.1,false
nominal,2,2,食料（名目）,2006-06,22.1,false
nominal,3,3,住居（名目）,2006-06,7.5,false
nominal,4,4,光熱・水道（名目）,2006-06,6,false
nominal,5,5,家具・家事用品（名目）,2006-06,3.6,false
nominal,6,6,被服及び履物（名目）,2006-06,4.7,false
nominal,7,7,保健医療（名目）,2006-06,4.1,false
nominal,8,8,交通・通信（名目）,2006-06,14.8,false
nominal,9,9,教育（名目）,2006-06,2.3,false
nominal,10,10,教養娯楽（名目）,2006-06,10.2,false
nominal,11,11,その他の消費支出（名目）,2006-06,,true
nominal,12,12,消費支出（実質）,2006-06,113.8,false
nominal,13,13,食料（実質）,2006-06,32.1,false
nominal,14,14,住居（実質）,2006-06,8.9,false
nominal,15,15,光熱・水道（実質）,2006-06,8.2,false
nominal,16,16,家具・家事用品（実質）,2006-06,3.9,false
nominal,17,17,被服及び履物（実質）,2006-06,5.5,false
nominal,18,18,保健医療（実質）,2006-06,4.5,false
nominal,19,19,交通・通信（実質）,2006-06,14.9,false
nominal,20,20,教育（実質）,2006-06,2,false
nominal,21,21,教養娯楽（実質）,2006-06,11.3,false
nominal,22,22,その他の消費支出（実質）,2006-06,,true
nominal,1,1,消費支出（名目）,2006-07,98.1,false
nominal,2,2,食料（名目）,2006-07,23.7,false
nominal,3,3,住居（名目）,2006-07,7.5,false
nominal,4,4,光熱・水道（名目）,2006-07,5.6,false
nominal,5,5,家具・家事用品（名目）,2006-07,4.4,false
nominal,6,6,被服及び履物（名目）,2006-07,4.7,false
nominal,7,7,保健医療（名目）,2006-07,3.9,false
nominal,8,8,交通・通信（名目）,2006-07,16.5,false
nominal,9,9,教育（名目）,2006-07,2.6,false
nominal,10,10,教養娯楽（名目）,2006-07,10.8,false
nominal,11,11,その他の消費支出（名目）,2006-07,,true
nominal,12,12,消費支出（実質）,2006-07,119,false
nominal,13,13,食料（実質）,2006-07,34.7,false
nominal,14,14,住居（実質）,2006-07,8.8,false
nominal,15,15,光熱・水道（実質）,2006-07,7.7,false
nominal,16,16,家具・家事用品（実質）,2006-07,4.8,false
nominal,17,17,被服及び履物（実質）,2006-07,5.7,false
nominal,18,18,保健医療（実質）,2006-07,4.2,false
nominal,19,19,交通・通信（実質）,2006-07,16.5,false
nominal,20,20,教育（実質）,2006-07,2.2,false
nominal,21,21,教養娯楽（実質）,2006-07,11.9,false
nominal,22,22,その他の消費支出（実質）,2006-07,,true
nominal,1,1,消費支出（名目）,2006-08,98,false
nominal,2,2,食料（名目）,2006-08,24.6,false
nominal,3,3,住居（名目）,2006-08,7.1,false
nominal,4,4,光熱・水道（名目）,2006-08,6.1,false
nominal,5,5,家具・家事用品（名目）,2006-08,3.8,false
nominal,6,6,被服及び履物（名目）,2006-08,3.5,false
nominal,7,7,保健医療（名目）,2006-08,4,false
nominal,8,8,交通・通信（名目）,2006-08,15.5,false
nominal,9,9,教育（名目）,2006-08,2.4,false
nominal,10,10,教養娯楽（名目）,2006-08,11.7,false
nominal,11,11,その他の消費支出（名目）,2006-08,,true
nominal,12,12,消費支出（実質）,2006-08,118,false
nominal,13,13,食料（実質）,2006-08,35.5,false
nominal,14,14,住居（実質）,2006-08,8.4,false
nominal,15,15,光熱・水道（実質）,2006-08,8.3,false
nominal,16,16,家具・家事用品（実質）,2006-08,4.2,false
nominal,17,17,被服及び履物（実質）,2006-08,4.3,false
nominal,18,18,保健医療（実質）,2006-08,4.4,false
nominal,19,19,交通・通信（実質）,2006-08,15.3,false
nominal,20,20,教育（実質）,2006-08,2,false
nominal,21,21,教養娯楽（実質）,2006-08,12.8,false
nominal,22,22,その他の消費支出（実質）,2006-08,,true
nominal,1,1,消費支出（名目）,2006-09,93.3,false
nominal,2,2,食料（名目）,2006-09,22,false
nominal,3,3,住居（名目）,2006-09,7.1,false
nominal,4,4,光熱・水道（名目）,2006-09,6,false
nominal,5,5,家具・家事用品（名目）,2006-09,3,false
nominal,6,6,被服及び履物（名目）,2006-09,3.7,false
nominal,7,7,保健医療（名目）,2006-09,4.1,false
nominal,8,8,交通・通信（名目）,2006-09,14.5,false
nominal,9,9,教育（名目）,2006-09,5,false
nominal,10,10,教養娯楽（名目）,2006-09,10,false
nominal,11,11,その他の消費支出（名目）,2006-09,,true
nominal,12,12,消費支出（実質）,2006-09,112.2,false
nominal,13,13,食料（実質）,2006-09,31.8,false
nominal,14,14,住居（実質）,2006-09,8.4,false
nominal,15,15,光熱・水道（実質）,2006-09,8.2,false
nominal,16,16,家具・家事用品（実質）,2006-09,3.2,false
nominal,17,17,被服及び履物（実質）,2006-09,4.3,false
nominal,18,18,保健医療（実質）,2006-09,4.4,false
nominal,19,19,交通・通信（実質）,2006-09,14.4,false
nominal,20,20,教育（実質）,2006-09,4.3,false
nominal,21,21,教養娯楽（実質）,2006-09,11.1,false
nominal,22,22,その他の消費支出（実質）,2006-09,,true
nominal,1,1,消費支出（名目）,2006-10,98.8,false
nominal,2,2,食料（名目）,2006-10,22.8,false
nominal,3,3,住居（名目）,2006-10,7.5,false
nominal,4,4,光熱・水道（名目）,2006-10,5.9,false
nominal,5,5,家具・家事用品（名目）,2006-10,3.3,false
nominal,6,6,被服及び履物（名目）,2006-10,4.9,false
nominal,7,7,保健医療（名目）,2006-10,4.2,false
nominal,8,8,交通・通信（名目）,2006-10,15.1,false
nominal,9,9,教育（名目）,2006-10,5.1,false
nominal,10,10,教養娯楽（名目）,2006-10,11.3,false
nominal,11,11,その他の消費支出（名目）,2006-10,,true
nominal,12,12,消費支出（実質）,2006-10,119.2,false
nominal,13,13,食料（実質）,2006-10,33.1,false
nominal,14,14,住居（実質）,2006-10,8.8,false
nominal,15,15,光熱・水道（実質）,2006-10,8.1,false
nominal,16,16,家具・家事用品（実質）,2006-10,3.6,false
nominal,17,17,被服及び履物（実質）,2006-10,5.6,false
nominal,18,18,保健医療（実質）,2006-10,4.5,false
nominal,19,19,交通・通信（実質）,2006-10,15,false
nominal,20,20,教育（実質）,2006-10,4.3,false
nominal,21,21,教養娯楽（実質）,2006-10,12.5,false
nominal,22,22,その他の消費支出（実質）,2006-10,,true
nominal,1,1,消費支出（名目）,2006-11,95.4,false
nominal,2,2,食料（名目）,2006-11,22.2,false
nominal,3,3,住居（名目）,2006-11,7.2,false
nominal,4,4,光熱・水道（名目）,2006-11,6.2,false
nominal,5,5,家具・家事用品（名目）,2006-11,3.6,false
nominal,6,6,被服及び履物（名目）,2006-11,5.1,false
nominal,7,7,保健医療（名目）,2006-11,4.3,false
nominal,8,8,交通・通信（名目）,2006-11,15.7,false
nominal,9,9,教育（名目）,2006-11,2.7,false
nominal,10,10,教養娯楽（名目）,2006-11,10.9,false
